Corpus Type: bow
Topic Count: 10

test_14826       0: 0.011031288537060  1: 0.009087114006357  2: 0.296597127729358  3: 0.000261173784137  4: 0.565423946660958  5: 0.038353065607001  6: 0.000261170834468  7: 0.000261143362920  8: 0.078462820081337  9: 0.000261149396405 

training_11854   0: 0.002564541167802  1: 0.788714628321990  2: 0.002564523849236  3: 0.002564725221672  4: 0.002564285818327  5: 0.002564446222900  6: 0.118157717973664  7: 0.075176169735979  8: 0.002564299811865  9: 0.002564661876566 

training_11855   0: 0.003031059762298  1: 0.003031318683533  2: 0.156243399903891  3: 0.081133302321727  4: 0.003030896650591  5: 0.003030718685637  6: 0.003031030715683  7: 0.003030757158184  8: 0.003030833431578  9: 0.741406682686877 

training_11856   0: 0.006668196650569  1: 0.006668095903933  2: 0.006668802978735  3: 0.006667644970575  4: 0.006666780650108  5: 0.006666693759724  6: 0.006667121432469  7: 0.006666925534195  8: 0.006666938624705  9: 0.939992799494987 

training_11858   0: 0.001818523771965  1: 0.001818570027676  2: 0.149329917282812  3: 0.001818559675303  4: 0.001818469000459  5: 0.001818471693673  6: 0.001818507414878  7: 0.001819532280268  8: 0.836120573529075  9: 0.001818875323890 

training_11859   0: 0.204732318816300  1: 0.001695403670695  2: 0.143251807145415  3: 0.001695476745122  4: 0.001695274916012  5: 0.001695592370687  6: 0.001695535566337  7: 0.001695209575862  8: 0.001695319781946  9: 0.640148061411623 

training_11860   0: 0.001923763197491  1: 0.567590552994471  2: 0.031611602530884  3: 0.001923648212601  4: 0.001923716376957  5: 0.221448211111183  6: 0.167807797005488  7: 0.001923588617872  8: 0.001923638161750  9: 0.001923481791304 

training_11861   0: 0.000926052036980  1: 0.000926117049481  2: 0.044303641596751  3: 0.024514931515875  4: 0.000926078905544  5: 0.000926258514854  6: 0.000926323308179  7: 0.000926068000226  8: 0.924698542453718  9: 0.000925986618392 

training_11862   0: 0.002631688563423  1: 0.002632013891976  2: 0.002631758180489  3: 0.002631740811426  4: 0.090137126998768  5: 0.002631782335180  6: 0.002631772811456  7: 0.537318119449010  8: 0.354122200688455  9: 0.002631796269818 

training_11863   0: 0.000485487402641  1: 0.000485524134738  2: 0.157749720245781  3: 0.659022516910644  4: 0.040004007373284  5: 0.133801676851690  6: 0.006994513457635  7: 0.000485523166483  8: 0.000485525083873  9: 0.000485505373232 

training_11864   0: 0.005000606833191  1: 0.005000205122129  2: 0.954995946470725  3: 0.005000141709614  4: 0.005000271706773  5: 0.005000278104247  6: 0.005000385203971  7: 0.005000615959018  8: 0.005000919163979  9: 0.005000629726352 

training_11866   0: 0.000740795986502  1: 0.000741028859504  2: 0.037802836742415  3: 0.000740872006597  4: 0.103092221978353  5: 0.840415478051630  6: 0.000740812828995  7: 0.014244218386650  8: 0.000740921135947  9: 0.000740814023408 

training_11867   0: 0.001852636330023  1: 0.001852426764146  2: 0.001852159742089  3: 0.741054166995274  4: 0.001852228450431  5: 0.244126814853743  6: 0.001852760539321  7: 0.001852136297327  8: 0.001852147418265  9: 0.001852522609382 

training_11871   0: 0.005883336223729  1: 0.715433032790721  2: 0.005882768205457  3: 0.005883080811677  4: 0.005882878196705  5: 0.005882934219783  6: 0.005884617920977  7: 0.005883065280833  8: 0.005882651428408  9: 0.237501634921711 

training_11872   0: 0.002000531236413  1: 0.981996963257763  2: 0.002000733497385  3: 0.002000299023989  4: 0.002000193790420  5: 0.002000271307830  6: 0.002000306593768  7: 0.002000183539515  8: 0.002000214531567  9: 0.002000303221349 

training_11873   0: 0.001639633856761  1: 0.037545885827637  2: 0.001639499258481  3: 0.123202801037905  4: 0.001639693254713  5: 0.001639603051390  6: 0.827774436991882  7: 0.001639423711582  8: 0.001639506754656  9: 0.001639516254993 

training_11876   0: 0.005265582147392  1: 0.005265016530759  2: 0.005263934480846  3: 0.005264014142623  4: 0.005263711091094  5: 0.005264071033794  6: 0.952621967290535  7: 0.005263613671853  8: 0.005263421785227  9: 0.005264667825878 

training_11877   0: 0.391998075864089  1: 0.001923273772747  2: 0.001923486685103  3: 0.001923676783027  4: 0.001923971704531  5: 0.040052789338513  6: 0.001923271413015  7: 0.001923264561523  8: 0.001923436213600  9: 0.554484753663853 

training_11878   0: 0.552604601699152  1: 0.001785851073771  2: 0.001785830769201  3: 0.001785811253649  4: 0.001785746309821  5: 0.001785785133417  6: 0.001785896697360  7: 0.001785764739278  8: 0.001785744665173  9: 0.433108967659178 

training_11879   0: 0.007143945789774  1: 0.007143265074095  2: 0.007143348101064  3: 0.122932909203313  4: 0.007142910238395  5: 0.007143034692466  6: 0.007143183877995  7: 0.007143226201853  8: 0.007142941335477  9: 0.819921235485567 

training_1188    0: 0.002222912689143  1: 0.027158157290301  2: 0.002222382327477  3: 0.028919971789790  4: 0.002222479744334  5: 0.002222349028187  6: 0.002222377895382  7: 0.002222332222451  8: 0.002222298990987  9: 0.928364738021950 

training_11880   0: 0.001695484155846  1: 0.001695293911289  2: 0.261213194899009  3: 0.001695176226905  4: 0.001695325149484  5: 0.626762253130723  6: 0.100157577414841  7: 0.001695260524437  8: 0.001695307132284  9: 0.001695127455183 

training_11882   0: 0.000390694426268  1: 0.000390699785106  2: 0.509795034463398  3: 0.000390705403675  4: 0.000390702856599  5: 0.291200755183582  6: 0.000390690119062  7: 0.091040956757448  8: 0.105619083479039  9: 0.000390677525823 

training_11883   0: 0.822394948416240  1: 0.002127950334845  2: 0.002128087708271  3: 0.002128155330989  4: 0.075551008151615  5: 0.002127947136353  6: 0.002128268249819  7: 0.087157640359386  8: 0.002128022564756  9: 0.002127971747725 

training_11884   0: 0.763376755430177  1: 0.001961680955627  2: 0.001961094682991  3: 0.001960969456590  4: 0.001960850196847  5: 0.001960931151679  6: 0.001961133357692  7: 0.001961194952717  8: 0.001960952576539  9: 0.220934437239141 

training_11885   0: 0.000746330875774  1: 0.000746317665816  2: 0.055120100263671  3: 0.000746307339426  4: 0.092982487713963  5: 0.000746379159907  6: 0.000746296297267  7: 0.846673154031391  8: 0.000746324826351  9: 0.000746301826434 

training_11886   0: 0.062146957607972  1: 0.001724537494478  2: 0.226522344678028  3: 0.064937404478987  4: 0.001724593193999  5: 0.001724576558102  6: 0.001724342612040  7: 0.636046488721088  8: 0.001724372441443  9: 0.001724382213861 

training_11888   0: 0.001149592102387  1: 0.885708947829584  2: 0.001149720929257  3: 0.001149694085791  4: 0.001149639601572  5: 0.021232104050394  6: 0.001149889198136  7: 0.001149562809314  8: 0.001149610305732  9: 0.085011239087834 

training_11891   0: 0.144527844243267  1: 0.057032035387669  2: 0.051298414499871  3: 0.088673541329216  4: 0.000735563717562  5: 0.078433610525408  6: 0.548490560820766  7: 0.029337571535498  8: 0.000735470041742  9: 0.000735387899002 

training_11892   0: 0.001587679888441  1: 0.001587847746092  2: 0.333194345067971  3: 0.654104741037011  4: 0.001587454719340  5: 0.001587678863148  6: 0.001587648863903  7: 0.001587496814319  8: 0.001587499928396  9: 0.001587607071380 

training_11893   0: 0.001204954920682  1: 0.001205015210887  2: 0.001205005837866  3: 0.001205099009456  4: 0.243612493127338  5: 0.001204971685620  6: 0.001205044738130  7: 0.746747410000283  8: 0.001205124926813  9: 0.001204880542926 

training_11894   0: 0.002439242052431  1: 0.002439362971522  2: 0.002439637603473  3: 0.002439201267133  4: 0.045243520496053  5: 0.002439423759269  6: 0.002439218196681  7: 0.935241264465777  8: 0.002439912984179  9: 0.002439216203483 

training_11895   0: 0.578756305846496  1: 0.167786752466800  2: 0.002222768083880  3: 0.063284080523168  4: 0.002222856873659  5: 0.098148980988175  6: 0.002222881805570  7: 0.002222494161249  8: 0.002222521112005  9: 0.080910358138998 

training_11896   0: 0.003030883197538  1: 0.003031138193607  2: 0.003030644811853  3: 0.003030643649977  4: 0.003030954088580  5: 0.003030416368125  6: 0.003030829335184  7: 0.003030459072305  8: 0.003032399091221  9: 0.972721632191610 

training_11898   0: 0.988156696359535  1: 0.001315916773903  2: 0.001315915226468  3: 0.001315833645994  4: 0.001315832714333  5: 0.001315842273707  6: 0.001315911759494  7: 0.001315859060495  8: 0.001315808684862  9: 0.001316383501208 

training_11900   0: 0.003030415877743  1: 0.003030810469838  2: 0.003030672263302  3: 0.113489846189348  4: 0.003031099724600  5: 0.003031107199286  6: 0.003030546735498  7: 0.003030594469029  8: 0.862264084251594  9: 0.003030822819763 

training_11903   0: 0.005882630230021  1: 0.682162274227187  2: 0.005883288395545  3: 0.088256127656432  4: 0.005883418846870  5: 0.005883464254009  6: 0.005882995313120  7: 0.005882890189877  8: 0.188400294698814  9: 0.005882616188123 

training_11904   0: 0.589627752577367  1: 0.002857424767203  2: 0.002857191186001  3: 0.002857276110270  4: 0.002857177561590  5: 0.002857171816237  6: 0.002857344666351  7: 0.002857171136307  8: 0.002857166665303  9: 0.387514323513372 

training_11905   0: 0.004762191713420  1: 0.273621881122311  2: 0.004762310525941  3: 0.443096825045496  4: 0.004762589855834  5: 0.004762433039990  6: 0.092005664774716  7: 0.004762200823551  8: 0.004763385046655  9: 0.162700518052086 

training_11907   0: 0.002941466419738  1: 0.378423794915205  2: 0.002941654261717  3: 0.206642959951833  4: 0.002941762046185  5: 0.002941696632158  6: 0.002941654231662  7: 0.002941505382748  8: 0.394342053244178  9: 0.002941452914576 

training_11908   0: 0.005555923670328  1: 0.209139231195247  2: 0.005556821065760  3: 0.005557621973333  4: 0.005556055444120  5: 0.005556185421051  6: 0.005562137585672  7: 0.005556011762275  8: 0.005555689171183  9: 0.746404322711032 

training_11909   0: 0.002857441777376  1: 0.217270674668077  2: 0.002857647276270  3: 0.372900585690244  4: 0.079525412737779  5: 0.002857837409907  6: 0.313157673333952  7: 0.002857629683258  8: 0.002857514115045  9: 0.002857583308092 

training_1191    0: 0.273812426076182  1: 0.002500103020229  2: 0.002500336622180  3: 0.002500069873555  4: 0.002500058187718  5: 0.002500036059953  6: 0.067975856778344  7: 0.002500062654326  8: 0.002500018584671  9: 0.640711032142840 

training_11910   0: 0.200331563776270  1: 0.287405235523575  2: 0.001250248743220  3: 0.001250338616577  4: 0.001250255120387  5: 0.001250439306300  6: 0.459577913120714  7: 0.045183535145597  8: 0.001250309713454  9: 0.001250160933904 

training_11911   0: 0.001754472495063  1: 0.001754506435198  2: 0.001754644556331  3: 0.001754589513236  4: 0.322875092152352  5: 0.001754525211045  6: 0.001754475152110  7: 0.663088753189209  8: 0.001754517852207  9: 0.001754423443249 

training_11913   0: 0.136778570721808  1: 0.396382913228690  2: 0.003704317004401  3: 0.071342391282976  4: 0.003704506191497  5: 0.112461576516800  6: 0.003704186637081  7: 0.003703994272079  8: 0.264512777591711  9: 0.003704766552957 

training_11914   0: 0.025472473319655  1: 0.000357206835370  2: 0.560186101098913  3: 0.000357218345720  4: 0.000357220909837  5: 0.115941243798447  6: 0.048576357211709  7: 0.241901291178427  8: 0.000357243119776  9: 0.006493644182146 

training_11915   0: 0.002041115117051  1: 0.168763432861398  2: 0.002041063446326  3: 0.690443769208564  4: 0.002041626407454  5: 0.033207761265697  6: 0.002042157207155  7: 0.002040939104839  8: 0.002041879533397  9: 0.095336255848117 

training_11916   0: 0.074015645574952  1: 0.001333712760922  2: 0.001333549714196  3: 0.694061428296770  4: 0.001333655667614  5: 0.186728551766044  6: 0.037192662923209  7: 0.001333449777707  8: 0.001333716524724  9: 0.001333626993862 

training_11918   0: 0.000909345252842  1: 0.000909291058652  2: 0.258395807397147  3: 0.000909302199287  4: 0.026717106910565  5: 0.000909279073427  6: 0.610748203499465  7: 0.000909331099416  8: 0.098683032824804  9: 0.000909300684393 

training_1192    0: 0.005884757935882  1: 0.005883458909903  2: 0.005883673148664  3: 0.005883445297754  4: 0.005882563130395  5: 0.005882702709067  6: 0.237479419548101  7: 0.005884669151442  8: 0.005882883828485  9: 0.715452426340308 

training_11920   0: 0.002174368132966  1: 0.065380366881336  2: 0.033809275623990  3: 0.613240387281507  4: 0.274523907933950  5: 0.002174637544692  6: 0.002174575305329  7: 0.002174076824602  8: 0.002174267408501  9: 0.002174137063126 

training_11923   0: 0.004001080052748  1: 0.185339666798197  2: 0.004000281848335  3: 0.004001295209193  4: 0.004000198820050  5: 0.004000323276309  6: 0.782655778195246  7: 0.004000232970456  8: 0.004000168454600  9: 0.004000974374867 

training_11925   0: 0.658835944918501  1: 0.001923740057559  2: 0.001923397800557  3: 0.285201641482406  4: 0.001923336021151  5: 0.001923359708922  6: 0.001923352233858  7: 0.042498380794557  8: 0.001923352987520  9: 0.001923493994968 

training_1193    0: 0.595424752991495  1: 0.000561904931414  2: 0.239433878475987  3: 0.000561890770549  4: 0.000561890968269  5: 0.037380159961002  6: 0.000561947316173  7: 0.000561895722455  8: 0.124389798240717  9: 0.000561880621940 

training_11930   0: 0.006666907975469  1: 0.006666946820236  2: 0.006666744726295  3: 0.006667155748633  4: 0.006666774904423  5: 0.006666790310202  6: 0.006666873291404  7: 0.006666742404159  8: 0.006666746147794  9: 0.939998317671386 

training_11932   0: 0.002174278473828  1: 0.002174237459938  2: 0.002174363603787  3: 0.002174198420610  4: 0.002174189344490  5: 0.002174209806374  6: 0.002174153133178  7: 0.959661434336494  8: 0.002174084682037  9: 0.022944850739264 

training_11933   0: 0.135479691465212  1: 0.079475282463525  2: 0.001852428522448  3: 0.658626797834843  4: 0.001852017217497  5: 0.001852522756962  6: 0.001852244790257  7: 0.001852478190961  8: 0.001852093645828  9: 0.115304443112467 

training_11934   0: 0.004167273684850  1: 0.265305536417026  2: 0.004167330466168  3: 0.164398301795005  4: 0.004166990282539  5: 0.249586204267254  6: 0.004167281674169  7: 0.004167261855992  8: 0.295706604724664  9: 0.004167214832333 

training_11935   0: 0.004348552020738  1: 0.859160996797091  2: 0.004348370135075  3: 0.004348419177731  4: 0.004348443194961  5: 0.004349206785492  6: 0.004349278673703  7: 0.004348326386670  8: 0.004348649091565  9: 0.106049757736974 

training_11936   0: 0.017153536074131  1: 0.000689871597119  2: 0.000689788328389  3: 0.000689871354915  4: 0.000689819931904  5: 0.222324684728011  6: 0.000689830422231  7: 0.579330321909268  8: 0.034148789228688  9: 0.143593486425345 

training_11938   0: 0.124937660508121  1: 0.005883443933449  2: 0.225031829456272  3: 0.005883135867749  4: 0.005883592510197  5: 0.005882862849457  6: 0.166001428630399  7: 0.005883445526676  8: 0.448729169437965  9: 0.005883431279715 

training_11939   0: 0.001389231497566  1: 0.001389566063728  2: 0.001389281893608  3: 0.054993875823238  4: 0.001389382777071  5: 0.303389444239790  6: 0.001389242320960  7: 0.527884400909861  8: 0.105396499067692  9: 0.001389075406486 

training_11940   0: 0.005264160748781  1: 0.179469293834849  2: 0.005263736404000  3: 0.080721748218155  4: 0.005263785247745  5: 0.406583453573160  6: 0.005263721979259  7: 0.005263641990455  8: 0.301642567007908  9: 0.005263890995689 

training_11941   0: 0.002273165105301  1: 0.002273292330860  2: 0.002273336722767  3: 0.002273049370506  4: 0.002272846454588  5: 0.491592062840329  6: 0.002272955966993  7: 0.002273385682846  8: 0.490222526111317  9: 0.002273379414492 

training_11944   0: 0.066173897668879  1: 0.005000371394238  2: 0.005001011283977  3: 0.005000566327744  4: 0.155464104243387  5: 0.005000532708928  6: 0.005000550644684  7: 0.005001027798403  8: 0.743356189216409  9: 0.005001748713352 

training_11945   0: 0.005263584139931  1: 0.005263618544205  2: 0.005264251400424  3: 0.005263317946096  4: 0.005263671789883  5: 0.834721001890314  6: 0.005263370933894  7: 0.005263729167296  8: 0.005263721777541  9: 0.123169732410416 

training_11946   0: 0.097883618802090  1: 0.095130141702818  2: 0.001923713571913  3: 0.001923443984487  4: 0.001923563720662  5: 0.001923408769430  6: 0.204759074168771  7: 0.001923702000739  8: 0.590686021967175  9: 0.001923311311916 

training_11947   0: 0.556782574963336  1: 0.401106930048079  2: 0.005263467336278  3: 0.005264527002951  4: 0.005264245674337  5: 0.005263765659993  6: 0.005263670539881  7: 0.005263530757707  8: 0.005263221315162  9: 0.005264066702276 

training_11949   0: 0.000757670223661  1: 0.000757719898976  2: 0.361575813131241  3: 0.000757711723543  4: 0.000757717802771  5: 0.415750845652786  6: 0.000757700362918  7: 0.154828511817335  8: 0.063298696253373  9: 0.000757613133396 

training_11953   0: 0.001515347471759  1: 0.001515292926418  2: 0.071281158737003  3: 0.001515668369561  4: 0.001515752672230  5: 0.001515691837504  6: 0.001515245273637  7: 0.765919571264523  8: 0.001515339825164  9: 0.152190931622201 

training_11954   0: 0.001639663484123  1: 0.097692161308906  2: 0.001640025484603  3: 0.515085715409758  4: 0.001639515344117  5: 0.001639580235614  6: 0.375744817168901  7: 0.001639416688356  8: 0.001639490282953  9: 0.001639614592668 

training_11957   0: 0.000847607224703  1: 0.000847527168229  2: 0.000847639178385  3: 0.000847680907115  4: 0.000847583995095  5: 0.019409286758078  6: 0.000847527723117  7: 0.907692840773187  8: 0.000847656231421  9: 0.066964650040670 

training_11958   0: 0.004546307585115  1: 0.860521481766681  2: 0.004546099407596  3: 0.004546049219749  4: 0.004546294241110  5: 0.004546778859304  6: 0.004546792530500  7: 0.004545963180585  8: 0.004546667024568  9: 0.103107566184792 

training_11960   0: 0.005264891903438  1: 0.005266074660545  2: 0.005264316332522  3: 0.005266204376416  4: 0.005263509783802  5: 0.743128883640698  6: 0.005264559537090  7: 0.005263680721144  8: 0.214751089096280  9: 0.005266789948064 

training_11961   0: 0.001613303548611  1: 0.001613100884402  2: 0.001613203478241  3: 0.001613105191034  4: 0.001613245627725  5: 0.001613431885043  6: 0.001613190976191  7: 0.985481174328307  8: 0.001613037382726  9: 0.001613206697720 

training_11962   0: 0.001408933997503  1: 0.715254202869282  2: 0.001408659546560  3: 0.273476006848753  4: 0.001408581943434  5: 0.001408777912171  6: 0.001408784061682  7: 0.001408607963946  8: 0.001408628001578  9: 0.001408816855091 

training_11964   0: 0.001123704213217  1: 0.001123895176862  2: 0.001123775053010  3: 0.001123716259526  4: 0.027839737331532  5: 0.001123816371890  6: 0.108965847413033  7: 0.855327736448173  8: 0.001124117571134  9: 0.001123654161624 

training_11966   0: 0.600745675841923  1: 0.003030408691498  2: 0.003030423081734  3: 0.003030471757724  4: 0.003030394242758  5: 0.003030454410392  6: 0.003030630418507  7: 0.003030415313129  8: 0.003030372358988  9: 0.375010753883347 

training_11967   0: 0.492757997237426  1: 0.002040912778295  2: 0.002041077517983  3: 0.002040964952988  4: 0.002040934427056  5: 0.002041826187455  6: 0.036281619815276  7: 0.002041184828501  8: 0.002041015682077  9: 0.456672466572942 

training_11968   0: 0.001613452509119  1: 0.392845895264292  2: 0.001613178557881  3: 0.472437590077254  4: 0.001613171258344  5: 0.001613220728799  6: 0.001613464190184  7: 0.001613151499067  8: 0.001613596124527  9: 0.123423279790534 

training_1197    0: 0.000694499924336  1: 0.000694544326581  2: 0.035625854595200  3: 0.000694611395547  4: 0.880729032207080  5: 0.050339367851708  6: 0.000694696648153  7: 0.000694585199364  8: 0.029138325166582  9: 0.000694482685448 

training_11970   0: 0.003703972299694  1: 0.003704318666290  2: 0.003704223435426  3: 0.003704543665779  4: 0.003704237776037  5: 0.655156220151145  6: 0.003704202026285  7: 0.315209915112049  8: 0.003704322573544  9: 0.003704044293752 

training_11972   0: 0.002941509856956  1: 0.002942010789832  2: 0.175992301127579  3: 0.002941389818643  4: 0.002941685059956  5: 0.002941950012822  6: 0.477165521634866  7: 0.002942003439300  8: 0.326250309598877  9: 0.002941318661171 

training_11976   0: 0.004545956933350  1: 0.004545667724513  2: 0.004546091249036  3: 0.004546674407870  4: 0.004545547530727  5: 0.004545638450827  6: 0.057767589187154  7: 0.004545519015365  8: 0.004545503077278  9: 0.905865812423880 

training_11977   0: 0.007144034600680  1: 0.007143160894050  2: 0.007143335241430  3: 0.007143527276713  4: 0.007143236817084  5: 0.007143503275407  6: 0.007143902958996  7: 0.007143260877806  8: 0.007143174454943  9: 0.935708863602890 

training_11978   0: 0.553468739272551  1: 0.005000253963618  2: 0.005000166458811  3: 0.079837004419784  4: 0.005000033086173  5: 0.005000833859393  6: 0.005000494521802  7: 0.005000170794367  8: 0.005000032406670  9: 0.331692271216831 

training_11979   0: 0.554380789265083  1: 0.292397598339118  2: 0.136939418990426  3: 0.002325800548613  4: 0.002325721921331  5: 0.002325922860273  6: 0.002325958208439  7: 0.002326066415719  8: 0.002326158134882  9: 0.002326565316116 

training_1198    0: 0.674061417494410  1: 0.001020581417413  2: 0.001020487991289  3: 0.001020760755241  4: 0.001020553437404  5: 0.001020521069607  6: 0.088875628810992  7: 0.001020459644543  8: 0.001020514707692  9: 0.229919074671409 

training_11980   0: 0.004762314215848  1: 0.004761972073006  2: 0.004762011315285  3: 0.004761966213351  4: 0.004761920734974  5: 0.004761956589865  6: 0.004762024542661  7: 0.004762003373408  8: 0.004761935172010  9: 0.957141895769592 

training_11981   0: 0.088253947061388  1: 0.002325904551502  2: 0.002326242460299  3: 0.632871314491698  4: 0.117384990786288  5: 0.002326147021345  6: 0.002326243900453  7: 0.002325972076061  8: 0.147533197957176  9: 0.002326039693791 

training_11982   0: 0.001923316958986  1: 0.001923464259852  2: 0.001923359033695  3: 0.291166000746127  4: 0.001923260155383  5: 0.001923517421353  6: 0.693446984353868  7: 0.001923229918344  8: 0.001923688559377  9: 0.001923178593015 

training_11983   0: 0.434785670267988  1: 0.432451086444406  2: 0.001960902446142  3: 0.119036088130601  4: 0.001960997455908  5: 0.001960978351105  6: 0.001961188689416  7: 0.001960893530733  8: 0.001960867580364  9: 0.001961327103335 

training_11984   0: 0.000806497258909  1: 0.000806497205593  2: 0.000806555985079  3: 0.000806542775190  4: 0.827512231063399  5: 0.034467006586448  6: 0.009638170836549  7: 0.123543356562257  8: 0.000806669490682  9: 0.000806472235894 

training_11989   0: 0.007143579776836  1: 0.640200279554657  2: 0.007143180341035  3: 0.007144096458620  4: 0.007143552302937  5: 0.199170053153550  6: 0.007143427278910  7: 0.007143271627756  8: 0.110624812794241  9: 0.007143746711458 

training_11990   0: 0.978045951966183  1: 0.002439186374013  2: 0.002439613807928  3: 0.002439126673141  4: 0.002439116497735  5: 0.002439179320067  6: 0.002439271809757  7: 0.002439427459151  8: 0.002439224524265  9: 0.002439901567759 

training_11993   0: 0.005001626505639  1: 0.005001292023035  2: 0.005000467880489  3: 0.113679730111026  4: 0.005000081348264  5: 0.005001838633644  6: 0.005005216615674  7: 0.005000312377640  8: 0.005004073488028  9: 0.846305361016561 

training_11994   0: 0.005882485370648  1: 0.005882669026680  2: 0.005882450973028  3: 0.140555098749667  4: 0.005882616638296  5: 0.005882446456359  6: 0.005882490153857  7: 0.005882436441581  8: 0.005882499986160  9: 0.812384806203724 

training_11996   0: 0.195915834264178  1: 0.129579835697212  2: 0.002703064543077  3: 0.372850792456744  4: 0.002702844130915  5: 0.002703529105823  6: 0.285435158444087  7: 0.002702985656118  8: 0.002702877222915  9: 0.002703078478930 

training_11997   0: 0.001818580235867  1: 0.271688733204224  2: 0.001818460487833  3: 0.485571197458649  4: 0.001818512072891  5: 0.182722529224348  6: 0.001818641583711  7: 0.049106423939493  8: 0.001818545124962  9: 0.001818376668023 

training_11999   0: 0.002083797820335  1: 0.002083950087183  2: 0.002083582914823  3: 0.764261943274223  4: 0.002083539616423  5: 0.190629385741070  6: 0.002083849898849  7: 0.030522633762573  8: 0.002083583107319  9: 0.002083733777201 

training_12      0: 0.663267945378418  1: 0.001515547664504  2: 0.001515726739064  3: 0.001515630148054  4: 0.001515564904724  5: 0.001515416791061  6: 0.324607566769792  7: 0.001515559459205  8: 0.001515435268368  9: 0.001515606876810 

training_1200    0: 0.868663708376668  1: 0.001587352783593  2: 0.001587380336499  3: 0.001587364465512  4: 0.001587340599361  5: 0.001587345943092  6: 0.001587450875047  7: 0.001587357239833  8: 0.001587329841106  9: 0.118637369539290 

training_12001   0: 0.004000954389855  1: 0.004000287606268  2: 0.004000222472697  3: 0.140374431930193  4: 0.004000276154667  5: 0.004000864292252  6: 0.004000558639449  7: 0.004000409462931  8: 0.004000349194069  9: 0.827621645857619 

training_12002   0: 0.009754378201998  1: 0.012823000832401  2: 0.049396121591877  3: 0.000300358679879  4: 0.618993499110516  5: 0.000300400098917  6: 0.000300334308897  7: 0.197505418938009  8: 0.110326156514331  9: 0.000300331723174 

training_12003   0: 0.003449375181206  1: 0.207211423460436  2: 0.003449265397780  3: 0.003448860726853  4: 0.003449263878048  5: 0.003448935352729  6: 0.180363725936852  7: 0.544295658726204  8: 0.003449029625834  9: 0.047434461714058 

training_12005   0: 0.563148300520441  1: 0.004348935279725  2: 0.004348554212297  3: 0.146542791354862  4: 0.004348015444303  5: 0.004348108116429  6: 0.004350091882022  7: 0.004348195408602  8: 0.004347976579794  9: 0.259869031201523 

training_12007   0: 0.002174498815617  1: 0.002174560765888  2: 0.002174137153775  3: 0.733365717389048  4: 0.002174171944229  5: 0.211060887104816  6: 0.002174475471916  7: 0.040353012540707  8: 0.002174191544744  9: 0.002174347269260 

training_12008   0: 0.005882395019736  1: 0.005882450238688  2: 0.005882827092155  3: 0.005882564919221  4: 0.005882803635028  5: 0.947056335807840  6: 0.005882471760649  7: 0.005883222351904  8: 0.005882496708538  9: 0.005882432466241 

training_12009   0: 0.020519211600194  1: 0.001724449507863  2: 0.038057259443731  3: 0.001724385086538  4: 0.673398551967963  5: 0.001724537814437  6: 0.001724278596028  7: 0.257678349073212  8: 0.001724586321800  9: 0.001724390588233 

training_1201    0: 0.001052771297061  1: 0.001052746575110  2: 0.001052894809604  3: 0.016366961683103  4: 0.870288956777805  5: 0.098658695876089  6: 0.001053329895451  7: 0.001052831853739  8: 0.008368104673163  9: 0.001052706558873 

training_12010   0: 0.004000740813164  1: 0.004000674192159  2: 0.004000748461062  3: 0.004000628423384  4: 0.004000180747381  5: 0.004001358120572  6: 0.004000385558678  7: 0.004000800080377  8: 0.704293890451927  9: 0.263700593151295 

training_12011   0: 0.000298560292493  1: 0.000298574929783  2: 0.009011838196197  3: 0.022920752765874  4: 0.021873312774274  5: 0.923184064963253  6: 0.000298572793627  7: 0.000298621553095  8: 0.021517159735940  9: 0.000298541995465 

training_12014   0: 0.005883284528286  1: 0.005882836893790  2: 0.005883504250797  3: 0.005882508849848  4: 0.005882500215014  5: 0.005882871796699  6: 0.005882885631325  7: 0.005885854348199  8: 0.005882911780444  9: 0.947050841705596 

training_12016   0: 0.002500499265489  1: 0.002500586362237  2: 0.002500645213469  3: 0.002500371056773  4: 0.002500132226645  5: 0.447955894175808  6: 0.002500250206350  7: 0.002500701267177  8: 0.532040162681095  9: 0.002500757544955 

training_12017   0: 0.825872499236154  1: 0.003226244984632  2: 0.003225960994375  3: 0.003226194578611  4: 0.003225911760659  5: 0.003227045453064  6: 0.062548761460046  7: 0.003226010392913  8: 0.003225903316818  9: 0.088995467822728 

training_12018   0: 0.006667148718432  1: 0.006667732260312  2: 0.166834910897127  3: 0.779827890240676  4: 0.006666790272350  5: 0.006667304581511  6: 0.006667370252640  7: 0.006667067789178  8: 0.006667001021857  9: 0.006666783965917 

training_12019   0: 0.006666985212137  1: 0.006667621955456  2: 0.006668087902120  3: 0.006667040107415  4: 0.006667353457588  5: 0.006667755910082  6: 0.006667108315588  7: 0.006667244574841  8: 0.939993944959108  9: 0.006666857605665 

training_12022   0: 0.004001555407627  1: 0.004000839209845  2: 0.004002592489270  3: 0.004001427951626  4: 0.004000970128377  5: 0.004001003406422  6: 0.004000974110512  7: 0.004001793684746  8: 0.004000677473365  9: 0.963988166138212 

