Corpus Type: tfidf
Topic Count: 10

test_14826        6: 0.716346760342798   1: 0.141413697284777   0: 0.089762600406294   5: 0.007512142320442   4: 0.007496317648533   8: 0.007494777518466   9: 0.007493890383417   7: 0.007493545316433   3: 0.007493239709685   2: 0.007493029069156 

training_1322     5: 0.445538884717893   3: 0.361825507859408   4: 0.024080014418667   6: 0.024079508741214   8: 0.024079443364284   0: 0.024079425165251   7: 0.024079383299009   1: 0.024079337338895   2: 0.024079315679480   9: 0.024079179415899 

training_13223    5: 0.654023085085897   2: 0.162138949049389   6: 0.022980301941197   1: 0.022980168461605   3: 0.022980037432593   4: 0.022979867891252   0: 0.022979830628819   9: 0.022979436062426   8: 0.022979218258860   7: 0.022979105187963 

training_13224    5: 0.783641475068762   4: 0.024041103106382   6: 0.024040490465398   3: 0.024040292482766   9: 0.024039671683384   1: 0.024039623543473   2: 0.024039432579905   0: 0.024039413256540   7: 0.024039351665800   8: 0.024039146147589 

training_13225    6: 0.710531419934485   0: 0.139289682969406   1: 0.061705066886287   4: 0.012759228365598   5: 0.012624258740206   2: 0.012619898173938   3: 0.012618100672327   9: 0.012617946345467   8: 0.012617334068829   7: 0.012617063843458 

training_13230    6: 0.406510153675919   3: 0.390029876731658   0: 0.025440678477238   9: 0.025437931002260   5: 0.025431970496529   2: 0.025431781296540   8: 0.025430300110221   1: 0.025429647145524   4: 0.025429198606987   7: 0.025428462457124 

training_13231    6: 0.614329669454063   0: 0.178029112112546   3: 0.090693231445999   8: 0.016712330251107   1: 0.016708949468790   5: 0.016707785996716   2: 0.016705263826738   9: 0.016705209339830   4: 0.016704241288869   7: 0.016704206815342 

training_13232    6: 0.811687154920078   5: 0.020927979355768   4: 0.020924463016489   9: 0.020923894330444   0: 0.020923581714678   8: 0.020922870486988   7: 0.020922768403578   1: 0.020922735947554   2: 0.020922430076981   3: 0.020922121747442 

training_13238    6: 0.814208055687615   0: 0.057795470124368   4: 0.016387868389368   8: 0.016095672850456   3: 0.015962067320026   9: 0.015959280263405   1: 0.015899987275944   5: 0.015897998566759   2: 0.015897046416169   7: 0.015896553105890 

training_1324     4: 0.531313985807450   1: 0.243203155502294   5: 0.028189400308110   0: 0.028189032361019   6: 0.028188258298215   9: 0.028186542752294   2: 0.028185225009901   3: 0.028182166045190   7: 0.028181217784411   8: 0.028181016131115 

training_13242    6: 0.645675618155559   8: 0.175956362616478   1: 0.022303501267772   3: 0.022301704627999   5: 0.022297099642677   9: 0.022297086249246   0: 0.022292714154473   2: 0.022292426411618   7: 0.022291973348140   4: 0.022291513526039 

training_13243    6: 0.782829699642135   0: 0.072421786405439   8: 0.036075318094708   1: 0.033394836644174   5: 0.013173240995108   4: 0.012459858520111   9: 0.012417358998929   7: 0.012412975618861   2: 0.012407632197228   3: 0.012407292883306 

training_13244    6: 0.666681241232044   0: 0.182342667021860   8: 0.042096363479301   1: 0.041769707255106   3: 0.023325800031596   5: 0.009057623422473   7: 0.008684857448346   9: 0.008682603328462   2: 0.008679650812642   4: 0.008679485968170 

training_13245    6: 0.667154024962590   0: 0.204027395644560   8: 0.031850311093299   1: 0.013854490040368   5: 0.013852866397980   7: 0.013852722257438   9: 0.013852529745587   4: 0.013851967344490   3: 0.013851957900945   2: 0.013851734612743 

training_13247    6: 0.512977111723741   1: 0.267943170773908   8: 0.115105571199147   5: 0.032046850693955   3: 0.012035853836588   7: 0.012000698405839   0: 0.011991890083186   2: 0.011969121634456   9: 0.011968241761485   4: 0.011961489887695 

training_13251    6: 0.650088017759923   7: 0.136029051253223   1: 0.060695903830012   3: 0.059654285469724   0: 0.026997850675930   8: 0.013307644767201   5: 0.013307497026885   4: 0.013306717712372   9: 0.013306619191770   2: 0.013306412312959 

training_13255    6: 0.616647210519895   7: 0.167689999536065   1: 0.078694215805027   3: 0.019589842445853   0: 0.019566510383618   5: 0.019563753772011   8: 0.019563708476911   9: 0.019562040555080   4: 0.019561534904015   2: 0.019561183601522 

training_13256    6: 0.772204280181810   8: 0.082032256672993   9: 0.054783288930804   4: 0.013323150966782   0: 0.013017501826785   1: 0.012999005200307   5: 0.012924834882595   2: 0.012907642307320   7: 0.012906058549267   3: 0.012901980481336 

training_13258    6: 0.699252001253315   0: 0.147281377900970   8: 0.052915347807909   3: 0.023665539702732   9: 0.012828954008221   1: 0.012815008641585   4: 0.012813198265452   7: 0.012810544092139   5: 0.012809910237059   2: 0.012808118090619 

training_1326     5: 0.784072561438389   6: 0.023993775751239   1: 0.023993361128640   0: 0.023992487648422   3: 0.023991822437566   4: 0.023991445800125   8: 0.023991223923773   7: 0.023991136978471   2: 0.023991112901679   9: 0.023991071991694 

training_13261    6: 0.458647636669030   0: 0.435730658570755   8: 0.033363692437751   1: 0.025336410316415   4: 0.007890882421189   9: 0.007816008961741   7: 0.007804269376606   5: 0.007803831918942   2: 0.007803322478845   3: 0.007803286848725 

training_13262    6: 0.781251858101728   0: 0.072698458663773   5: 0.018257341411967   9: 0.018256945047911   1: 0.018256522320395   2: 0.018256362525186   8: 0.018256199523547   4: 0.018255683549444   3: 0.018255397752762   7: 0.018255231103286 

training_13263    0: 0.686962248354099   5: 0.190207267548472   6: 0.049042211343175   1: 0.010552278794596   2: 0.010541401622730   8: 0.010539372691812   9: 0.010539056919552   4: 0.010538998360273   3: 0.010538610571386   7: 0.010538553793906 

training_13265    1: 0.618764554285451   6: 0.243434594521061   9: 0.018066618157532   2: 0.017121178781087   3: 0.017115592356051   5: 0.017102555274024   0: 0.017099889636852   4: 0.017099121950329   8: 0.017098247620095   7: 0.017097647417519 

training_13266    6: 0.718055245478461   9: 0.099594196594573   8: 0.094224101245273   4: 0.012861102890469   0: 0.012570934638596   1: 0.012566875842209   5: 0.012536546519356   7: 0.012531270989922   2: 0.012531172696592   3: 0.012528553104550 

training_13269    6: 0.774660295926576   7: 0.091115013977805   8: 0.032547813288479   1: 0.014538829365203   0: 0.014527386629558   5: 0.014523888592043   9: 0.014522103022529   3: 0.014521956369006   4: 0.014521481116058   2: 0.014521231712743 

training_1327     4: 0.798100568363586   5: 0.022440905590917   0: 0.022438589521343   6: 0.022431830344681   1: 0.022431572794378   8: 0.022431452425184   3: 0.022431337218912   7: 0.022431271122447   9: 0.022431249952270   2: 0.022431222666282 

training_13270    6: 0.847190506583861   0: 0.036397886534625   1: 0.014612178181181   2: 0.014543090508574   8: 0.014542803934117   5: 0.014542792568360   7: 0.014542788862903   9: 0.014542718909208   3: 0.014542663376352   4: 0.014542570540818 

training_13271    6: 0.749000392109178   1: 0.141704393341156   8: 0.013666744482372   5: 0.013661999953500   0: 0.013661806764668   9: 0.013661004869142   7: 0.013660953720596   4: 0.013660909019885   2: 0.013660904006549   3: 0.013660891732953 

training_13272    9: 0.100000000000000   8: 0.100000000000000   7: 0.100000000000000   6: 0.100000000000000   5: 0.100000000000000   4: 0.100000000000000   3: 0.100000000000000   2: 0.100000000000000   1: 0.100000000000000   0: 0.100000000000000 

training_13274    6: 0.570726747033883   0: 0.263405469533811   7: 0.048088001819803   5: 0.016826882102056   9: 0.016826636912488   1: 0.016825919799316   8: 0.016825452486442   4: 0.016825308017679   2: 0.016824865691661   3: 0.016824716602862 

training_1328     9: 0.479298766292453   5: 0.288197427955189   4: 0.029073235381432   0: 0.029061840549185   8: 0.029061660062080   6: 0.029061597837687   1: 0.029061432462468   7: 0.029061349101056   3: 0.029061345716718   2: 0.029061344641731 

training_13294    6: 0.650652084553634   7: 0.186869283124507   1: 0.020325644915783   9: 0.020318648218978   0: 0.020317740616501   5: 0.020311688007414   8: 0.020302609931519   4: 0.020301298423617   3: 0.020300559715455   2: 0.020300442492592 

training_133      9: 0.100000000000000   8: 0.100000000000000   7: 0.100000000000000   6: 0.100000000000000   5: 0.100000000000000   4: 0.100000000000000   3: 0.100000000000000   2: 0.100000000000000   1: 0.100000000000000   0: 0.100000000000000 

training_1331     2: 0.734303369731929   5: 0.029525910586664   9: 0.029522199778517   4: 0.029521817995413   1: 0.029521802189277   6: 0.029521351026397   7: 0.029521345751015   0: 0.029521165706166   8: 0.029520716793576   3: 0.029520320441047 

training_13313    6: 0.687331839428492   8: 0.145537901522611   0: 0.050513471108496   5: 0.036213623043399   9: 0.022897681408223   7: 0.011508445055390   1: 0.011500815671890   2: 0.011498802882048   4: 0.011498745276319   3: 0.011498674603131 

training_13315    6: 0.463752812193923   1: 0.360431076279460   7: 0.053363674585869   8: 0.017497498961498   0: 0.017494613472048   9: 0.017492993180186   5: 0.017491999854427   3: 0.017491792659469   2: 0.017491790702052   4: 0.017491748111068 

training_13317    6: 0.742395833964465   0: 0.028623819896568   1: 0.028623394486031   9: 0.028623131022635   8: 0.028623011849836   2: 0.028622942804111   5: 0.028622110615660   3: 0.028622090743989   7: 0.028621984121467   4: 0.028621680495237 

training_1332     0: 0.613590899126738   9: 0.235473979407915   1: 0.018886540843549   6: 0.018875907826626   7: 0.018866967014111   5: 0.018864988182296   3: 0.018862196333684   8: 0.018859797332746   2: 0.018859435687859   4: 0.018859288244476 

training_13320    6: 0.791230994276247   1: 0.077720364212425   3: 0.031948931443059   8: 0.014167001931485   0: 0.014157397320538   5: 0.014155778205457   7: 0.014155210316391   9: 0.014154880038295   4: 0.014154721843419   2: 0.014154720412684 

training_13321    6: 0.824843868744168   0: 0.042378664644055   9: 0.016612748438244   1: 0.016599524854293   5: 0.016595460581817   8: 0.016594600051633   2: 0.016594225230192   4: 0.016593819799256   3: 0.016593593275894   7: 0.016593494380449 

training_13333    6: 0.773088380401853   0: 0.069816754540147   2: 0.044352113070443   5: 0.016109787714972   1: 0.016108492565680   8: 0.016105832954387   9: 0.016105588711683   7: 0.016104611413598   4: 0.016104431704739   3: 0.016104006922499 

training_13336    0: 0.561542084692810   5: 0.193913902014877   4: 0.030575953753126   6: 0.030569232597808   3: 0.030567690371367   1: 0.030567555253821   8: 0.030566305934073   9: 0.030566261655911   7: 0.030565510658745   2: 0.030565503067462 

training_1335     6: 0.360683378865992   5: 0.249447653079744   4: 0.212174578551357   7: 0.047661606733888   2: 0.044226329363673   1: 0.017166420110155   0: 0.017163071442367   9: 0.017160418635517   8: 0.017158292818311   3: 0.017158250398997 

training_13380    6: 0.598189665211514   0: 0.192747322784417   5: 0.080758155275336   9: 0.018330564964365   1: 0.018330149891232   8: 0.018329319815927   4: 0.018329037085422   7: 0.018328917714621   3: 0.018328569905492   2: 0.018328297351675 

training_13382    6: 0.562155363665127   5: 0.160805974688287   0: 0.148734557221093   9: 0.018330719404812   1: 0.018330094167842   8: 0.018328994911239   7: 0.018328900973296   4: 0.018328841479335   3: 0.018328336984063   2: 0.018328216504906 

training_1339     5: 0.506864088389838   4: 0.220829694883455   6: 0.114374467548134   8: 0.048532175784044   9: 0.018237269052885   0: 0.018236535437451   1: 0.018234416424681   7: 0.018231037616983   2: 0.018230254147885   3: 0.018230060714645 

training_13393    1: 0.648031872670864   6: 0.135045555654111   5: 0.060161800707148   0: 0.022408736628227   3: 0.022394484314868   9: 0.022393278547026   8: 0.022392254023950   4: 0.022391080039543   7: 0.022390767760821   2: 0.022390169653443 

training_13398    0: 0.741195317809569   8: 0.028765616519950   5: 0.028758110406444   6: 0.028757479387758   1: 0.028756557366497   7: 0.028754277909855   9: 0.028753780394811   3: 0.028753507260575   4: 0.028752837667683   2: 0.028752515276858 

training_134      5: 0.817855382734865   1: 0.020247398426013   6: 0.020244514092779   0: 0.020244311299426   3: 0.020237058478834   4: 0.020235293249831   8: 0.020234768787912   9: 0.020234657855429   2: 0.020234243857094   7: 0.020232371217815 

training_1340     0: 0.666959081912614   5: 0.189063387672194   1: 0.018054318650326   6: 0.018015720801727   3: 0.017986864046017   9: 0.017985739371486   4: 0.017984485845010   7: 0.017983523937496   2: 0.017983523900135   8: 0.017983353862994 

training_13404    0: 0.833974742744403   6: 0.018453300453772   8: 0.018450794323442   9: 0.018447999456409   1: 0.018446837402093   5: 0.018446647612907   7: 0.018445116235652   2: 0.018445013431259   4: 0.018444809747928   3: 0.018444738592136 

training_1341     5: 0.786803557008738   2: 0.023689019682443   4: 0.023688943290624   6: 0.023688804747020   3: 0.023688499864689   8: 0.023688379036838   1: 0.023688280059682   9: 0.023688246554237   0: 0.023688178217727   7: 0.023688091538003 

training_1342     5: 0.756383716962011   4: 0.027069004036116   3: 0.027068928075930   1: 0.027068434804137   0: 0.027068401791432   2: 0.027068401072738   6: 0.027068300004801   8: 0.027068282524797   7: 0.027068275568077   9: 0.027068255159961 

training_1343     9: 0.558183943273111   2: 0.185100313925442   6: 0.113493296422446   7: 0.037498729050824   8: 0.017632146483521   5: 0.017622648832974   0: 0.017619527391033   1: 0.017617771845223   4: 0.017617348089416   3: 0.017614274686010 

training_13435    1: 0.746666885775579   5: 0.028174217051995   4: 0.028151179457848   6: 0.028147783831725   0: 0.028146213971480   3: 0.028143665571976   9: 0.028142953254057   8: 0.028142565054879   7: 0.028142312397051   2: 0.028142223633411 

training_1344     5: 0.696957859749733   6: 0.115378644232073   4: 0.023461451184050   0: 0.023458078197492   3: 0.023457577042315   2: 0.023457405200978   1: 0.023457355531402   8: 0.023457280546910   9: 0.023457218172530   7: 0.023457130142517 

training_1345     5: 0.698485983335662   7: 0.099098294531939   0: 0.025338558564325   6: 0.025311887954683   9: 0.025303933325981   8: 0.025293698262393   4: 0.025292289811542   3: 0.025292044635593   2: 0.025291703512678   1: 0.025291606065205 

training_13458    6: 0.791382090489366   0: 0.074787725843527   1: 0.037584988808086   5: 0.025655918889757   4: 0.011806884232438   7: 0.011756890128134   8: 0.011756628805653   9: 0.011756411512512   2: 0.011756230697899   3: 0.011756230592628 

training_13462    6: 0.748367963699941   0: 0.119649238509471   8: 0.044739039052071   1: 0.014157849885420   4: 0.013294103173355   7: 0.012085565664256   2: 0.011939310990494   9: 0.011930671215535   5: 0.011919382301339   3: 0.011916875508117 

training_13468    6: 0.702756606828957   5: 0.103491713266743   0: 0.024233553356587   4: 0.024226341413914   9: 0.024219974813819   8: 0.024216601479665   7: 0.024214631302511   1: 0.024214408306373   2: 0.024213253856728   3: 0.024212915374702 

training_1347     6: 0.442148033164041   5: 0.406969603898766   4: 0.018870671418614   2: 0.018860968994295   0: 0.018859403397256   1: 0.018858875596367   8: 0.018858366611491   7: 0.018858276432059   9: 0.018858080277448   3: 0.018857720209662 

training_13471    0: 0.384021352963042   6: 0.369789086276825   9: 0.108865517917601   5: 0.019630241127485   4: 0.019623082746628   1: 0.019614772910004   7: 0.019614381489804   8: 0.019614159890555   3: 0.019613806688222   2: 0.019613597989833 

training_13482    6: 0.799336473661676   5: 0.022300123168957   0: 0.022296684856344   4: 0.022296137938245   8: 0.022295960277470   9: 0.022295938728810   7: 0.022295256900445   1: 0.022294698702395   2: 0.022294499277239   3: 0.022294226488419 

training_135      1: 0.774050979025679   6: 0.044632222997392   5: 0.033793923195728   4: 0.021200388051196   9: 0.021092951721205   8: 0.021074143498981   0: 0.021040746884620   2: 0.021040355912283   7: 0.021037304415299   3: 0.021036984297618 

training_1350     5: 0.600780339446046   6: 0.198098931499139   2: 0.049712868139908   4: 0.048009907366951   9: 0.017235937949361   0: 0.017233182209981   1: 0.017232419778065   7: 0.017232192662667   8: 0.017232170915338   3: 0.017232050032545 

training_13507    6: 0.402908902126628   0: 0.261924892432140   5: 0.169733195541547   1: 0.063437992177871   3: 0.017003548013081   8: 0.016999520296624   4: 0.016998189047514   9: 0.016998029852766   7: 0.016997877313244   2: 0.016997853198586 

training_1351     5: 0.768554223740183   4: 0.025720788004974   6: 0.025716132404646   0: 0.025715713275077   9: 0.025715649658957   8: 0.025715625376344   3: 0.025715543413334   2: 0.025715478143624   1: 0.025715425597626   7: 0.025715420385235 

training_13512    6: 0.760858377764229   0: 0.026590007384586   1: 0.026571366356716   7: 0.026570884671184   8: 0.026569828032801   9: 0.026568079009944   5: 0.026568038338316   3: 0.026567846514747   2: 0.026567793904603   4: 0.026567778022875 

training_13524    6: 0.724026206819526   7: 0.072228762763567   1: 0.062270282263763   0: 0.020212661872433   8: 0.020211949308706   9: 0.020210899251278   5: 0.020210651225954   2: 0.020209636647063   3: 0.020209485450196   4: 0.020209464397514 

training_13530    6: 0.762779545869190   8: 0.080272870720483   9: 0.050931183398895   1: 0.015147222205755   0: 0.015146696099466   7: 0.015146073239803   5: 0.015145939775621   4: 0.015143717040000   3: 0.015143466078209   2: 0.015143285572579 

training_13531    6: 0.619297542007945   0: 0.246268818965002   9: 0.067925286619992   7: 0.014626143675778   1: 0.008671142803979   8: 0.008643035082678   5: 0.008642246028087   3: 0.008642125359883   4: 0.008641875271598   2: 0.008641784185060 

training_13532    1: 0.585605335166808   2: 0.276420822655546   6: 0.017276173474630   0: 0.017263827418395   5: 0.017253129629421   4: 0.017237261132798   7: 0.017236973891958   3: 0.017235723181571   9: 0.017235557864022   8: 0.017235195584852 

training_13539    6: 0.719771660457488   5: 0.082689694260588   7: 0.066752820384844   0: 0.018684423301383   9: 0.018683795045463   4: 0.018683740807337   1: 0.018683722336683   2: 0.018683537704761   8: 0.018683486436126   3: 0.018683119265326 

training_1354     1: 0.730395954815537   9: 0.121026947925910   0: 0.019009820772522   5: 0.018517937462379   4: 0.018511739655170   8: 0.018509378570552   6: 0.018509317549037   7: 0.018506530555278   2: 0.018506501537625   3: 0.018505871155989 

training_13542    6: 0.791204999617555   1: 0.077717518538367   3: 0.031977769912746   8: 0.014167003288693   0: 0.014157397674267   5: 0.014155778320315   7: 0.014155210369638   9: 0.014154880038690   4: 0.014154721837866   2: 0.014154720401863 

training_13543    6: 0.824867696898100   0: 0.042354512070171   9: 0.016613029543063   1: 0.016599566763898   5: 0.016595462430049   8: 0.016594599811770   2: 0.016594225138249   4: 0.016593819749842   3: 0.016593593233146   7: 0.016593494361710 

training_13544    6: 0.463835603377367   1: 0.360348309648560   7: 0.053363649584160   8: 0.017497499144496   0: 0.017494614001998   9: 0.017492992960712   5: 0.017491999834108   3: 0.017491792646020   2: 0.017491790694828   4: 0.017491748107753 

training_1355     4: 0.738864090972790   5: 0.029021416397230   8: 0.029014512702414   3: 0.029014426036508   0: 0.029014401241741   9: 0.029014349907193   2: 0.029014292588845   1: 0.029014212857108   7: 0.029014154240545   6: 0.029014143055626 

training_13552    9: 0.787227168803157   6: 0.046359573956443   3: 0.020838318686876   8: 0.020800545214175   2: 0.020799627806625   5: 0.020797812801677   0: 0.020794904858453   1: 0.020794631185003   4: 0.020793972376376   7: 0.020793444311215 

training_13559    6: 0.825881240147791   8: 0.042195495363834   5: 0.016491976385783   0: 0.016490912328491   9: 0.016490265591023   1: 0.016490258888816   7: 0.016490146022874   4: 0.016489964642079   3: 0.016489947998911   2: 0.016489792630398 

training_1356     6: 0.747739383717801   0: 0.068841664634613   4: 0.048209212892192   5: 0.043178437763781   1: 0.020419901398505   8: 0.019366944780637   7: 0.019216437435779   3: 0.011725190349412   2: 0.010651853894086   9: 0.010650973133194 

training_1359     5: 0.768375828365154   2: 0.059617096791981   8: 0.049981715949480   1: 0.017433623523680   0: 0.017432930330040   6: 0.017432781485186   9: 0.017431784531443   4: 0.017431451766296   7: 0.017431437540383   3: 0.017431349716357 

training_136      6: 0.414324841242537   8: 0.297319748675600   0: 0.145277904372816   5: 0.031021014017824   7: 0.026392159695568   1: 0.017970692045446   9: 0.017353281616908   3: 0.016802017804553   4: 0.016772993701952   2: 0.016765346826795 

training_1360     5: 0.539669895225078   3: 0.259005643248021   0: 0.065792215211957   1: 0.019372744207227   6: 0.019371346704652   4: 0.019358238859220   2: 0.019357932954908   9: 0.019357522351237   7: 0.019357333782719   8: 0.019357127454981 

training_1361     6: 0.748157002914260   9: 0.136372207283299   5: 0.026161981640665   0: 0.012773782006569   8: 0.012756302375838   1: 0.012756110967404   4: 0.012755961044535   7: 0.012755698723231   2: 0.012755498501635   3: 0.012755454542564 

training_13611    2: 0.374390899070099   6: 0.251460747439102   3: 0.218564948284528   4: 0.052502259627572   1: 0.017189363940630   8: 0.017179806920355   0: 0.017179782104102   5: 0.017178130233422   9: 0.017177382308914   7: 0.017176680071277 

training_13615    4: 0.671308375717737   1: 0.136258348196181   5: 0.024063019276954   8: 0.024053413515343   9: 0.024053042256252   0: 0.024052812683338   7: 0.024052798557317   3: 0.024052777343259   2: 0.024052745605368   6: 0.024052666848251 

training_1363     5: 0.819271053216195   6: 0.020082106744755   0: 0.020081227781160   8: 0.020081102694855   9: 0.020081081262323   1: 0.020080890658395   4: 0.020080890120949   3: 0.020080819049772   7: 0.020080489781792   2: 0.020080338689804 

training_13633    9: 0.561760313231960   6: 0.279478006658159   1: 0.031345387798951   0: 0.028663204941537   8: 0.028014709014102   5: 0.014159442873829   3: 0.014149417480514   4: 0.014143449963066   7: 0.014143305705477   2: 0.014142762332406 

training_1364     4: 0.802136709701712   5: 0.021992669464444   8: 0.021983911207530   3: 0.021983882343161   9: 0.021983870608355   0: 0.021983863217376   6: 0.021983810838332   2: 0.021983803597591   7: 0.021983748775461   1: 0.021983730246037 

training_13649    6: 0.587548239982280   1: 0.192142151200472   2: 0.115194920714223   0: 0.038374559502687   5: 0.011191776303831   7: 0.011112137989643   9: 0.011109460090112   8: 0.011109081072289   4: 0.011108849002180   3: 0.011108824142282 

training_13656    5: 0.509446562426342   0: 0.285746158137144   7: 0.058019205772150   6: 0.036592170322145   8: 0.034973435772980   9: 0.015052228385876   1: 0.015044212263238   4: 0.015043078867415   2: 0.015041746939141   3: 0.015041201113569 

training_1366     5: 0.627683903654241   1: 0.160903108108381   9: 0.053345996921026   0: 0.043075287400122   8: 0.036950748410266   4: 0.015609789169572   6: 0.015609087554182   2: 0.015607399706074   7: 0.015607395792000   3: 0.015607283284136 

training_13660    6: 0.569903096479417   7: 0.149792941180478   2: 0.116090517888989   5: 0.023461674843042   0: 0.023459845382737   9: 0.023459299800014   8: 0.023458730947701   1: 0.023458486059793   3: 0.023458234698673   4: 0.023457172719156 

training_1367     5: 0.842985267966327   4: 0.017448745472529   6: 0.017447504980852   1: 0.017446526209937   0: 0.017446066561902   3: 0.017445382685440   2: 0.017445225815924   9: 0.017445213414680   8: 0.017445036004414   7: 0.017445030887994 

training_13688    6: 0.690661491964675   0: 0.080105470636041   8: 0.054690301296923   1: 0.049491112481248   7: 0.020911510286547   2: 0.020829284299936   5: 0.020828234833768   4: 0.020827611920203   9: 0.020827595056336   3: 0.020827387224322 

training_1369     6: 0.795819582475016   0: 0.078675003963559   9: 0.020971407579513   5: 0.014937409576629   8: 0.014937382788135   1: 0.014934098565089   4: 0.014933189597806   3: 0.014932739769170   7: 0.014930558954765   2: 0.014928626730319 

training_13690    5: 0.408008162527281   6: 0.407783683196367   9: 0.023029894913777   1: 0.023026551143429   0: 0.023026494685211   8: 0.023026279439741   4: 0.023025129978435   7: 0.023025110894313   2: 0.023024358577765   3: 0.023024334643679 

training_13694    7: 0.781164791443947   0: 0.024352098502823   5: 0.024321708580255   2: 0.024319635782325   6: 0.024310454109038   4: 0.024309879838040   1: 0.024308748775092   3: 0.024304408675892   8: 0.024304161417019   9: 0.024304112875570 

training_13695    3: 0.436342534237438   5: 0.253823612613894   4: 0.038746168634660   2: 0.038727507888322   8: 0.038727411157370   7: 0.038726976967114   9: 0.038726622303416   0: 0.038726592779503   1: 0.038726341078984   6: 0.038726232339299 

training_13702    9: 0.457349666191062   1: 0.231248445352926   6: 0.136647123097844   8: 0.072751794994383   4: 0.028660787328826   2: 0.014672199038909   5: 0.014669239137671   0: 0.014669022187074   3: 0.014668925530168   7: 0.014662797141136 

training_13704    3: 0.536446021465183   5: 0.259185811485612   0: 0.025550831689344   1: 0.025550446029930   4: 0.025546598743393   6: 0.025546356499791   2: 0.025545296521687   9: 0.025543480010493   7: 0.025542800920456   8: 0.025542356634111 

training_13708    5: 0.775539320312512   6: 0.024961242460049   9: 0.024943482900716   8: 0.024939517317535   0: 0.024939437362824   7: 0.024938156009047   1: 0.024936067940933   4: 0.024935375663230   2: 0.024933745150047   3: 0.024933654883107 

training_13709    5: 0.467356330444185   2: 0.297409855008279   3: 0.079250493851092   6: 0.022310835788710   0: 0.022286487288747   1: 0.022282402174111   9: 0.022278798113121   8: 0.022276355381333   7: 0.022274592215225   4: 0.022273849735198 

training_13710    5: 0.761490250405942   6: 0.026503759900648   0: 0.026502932685327   4: 0.026502477914945   1: 0.026502000732695   2: 0.026499941977346   3: 0.026499874328131   8: 0.026499708433567   9: 0.026499676128199   7: 0.026499377493200 

training_13711    5: 0.663946014419164   0: 0.137348064532159   7: 0.058830828256297   1: 0.019995321257986   9: 0.019987900109319   6: 0.019984954361230   3: 0.019979611162713   8: 0.019976281973213   2: 0.019975608272134   4: 0.019975415655784 

training_13714    5: 0.792284957133301   9: 0.023087736181706   6: 0.023087237622064   1: 0.023082779333444   0: 0.023079214800462   2: 0.023076648981360   4: 0.023076037082249   7: 0.023075615936132   8: 0.023075211880888   3: 0.023074561048395 

training_13715    5: 0.574247006044891   0: 0.156177644879906   1: 0.140560814459203   6: 0.018432205064768   4: 0.018431896610918   8: 0.018431437592722   7: 0.018430260756606   9: 0.018429953165445   2: 0.018429773560227   3: 0.018429007865314 

training_13717    5: 0.605054646196747   3: 0.229673713250619   4: 0.020660801712125   6: 0.020659443598093   8: 0.020658813362678   0: 0.020658750032934   9: 0.020658652553611   1: 0.020658552201451   7: 0.020658328188995   2: 0.020658298902747 

training_1372     6: 0.605087109354544   0: 0.174281858275764   7: 0.073834777774401   2: 0.043452088541406   9: 0.017226824430916   5: 0.017224731969843   4: 0.017224003750665   1: 0.017223847548442   8: 0.017222710588126   3: 0.017222047765894 

training_13721    6: 0.540731290674349   5: 0.325502555640326   0: 0.016749339572679   8: 0.016734485582921   1: 0.016716131030718   4: 0.016715426502259   7: 0.016713544991779   9: 0.016712942611062   2: 0.016712337015240   3: 0.016711946378665 

training_13729    6: 0.820705768787085   0: 0.054758778877941   5: 0.015572215711925   1: 0.015571447554885   8: 0.015568934331755   2: 0.015565464509383   9: 0.015565346477804   7: 0.015564602132680   3: 0.015563740040244   4: 0.015563701576299 

training_13735    5: 0.730166969033005   8: 0.116311526308728   7: 0.039930672092665   6: 0.016229773854766   1: 0.016227912549197   0: 0.016227586556519   4: 0.016227028284678   9: 0.016226796502693   2: 0.016226084725454   3: 0.016225650092295 

training_13738    6: 0.792406884136926   7: 0.078517927436178   8: 0.026463525728207   1: 0.024478971529655   9: 0.019439886516814   0: 0.011907757359690   3: 0.011714032311333   5: 0.011691802057974   4: 0.011690426264611   2: 0.011688786658613 

training_13739    9: 0.730184373427787   6: 0.101777508816263   8: 0.021022592422230   1: 0.021004949163909   3: 0.021004117319890   5: 0.021002751817072   0: 0.021001653572454   4: 0.021001002454878   2: 0.021000686659280   7: 0.021000364346237 

training_13744    6: 0.379619267841499   7: 0.290900736493713   0: 0.178999025519031   9: 0.021499693638246   5: 0.021498825109264   1: 0.021498064464112   2: 0.021496518804922   3: 0.021496028609445   8: 0.021495922454257   4: 0.021495917065510 

training_1375     4: 0.792954851819141   5: 0.023013391526080   3: 0.023004392991002   8: 0.023004040627519   0: 0.023004027956345   6: 0.023003926112459   9: 0.023003880937185   2: 0.023003836933852   7: 0.023003833744735   1: 0.023003817351682 

training_13753    6: 0.388204993404399   2: 0.386192310436336   1: 0.091311885945070   5: 0.019194509503712   9: 0.019183798065722   0: 0.019183585772656   4: 0.019182568780229   3: 0.019182328117948   7: 0.019182021504623   8: 0.019181998469306 

