Corpus Type: tfidf
Topic Count: 10

test_14826       0: 0.089762600406294  1: 0.141413697284777  2: 0.007493029069156  3: 0.007493239709685  4: 0.007496317648533  5: 0.007512142320442  6: 0.716346760342798  7: 0.007493545316433  8: 0.007494777518466  9: 0.007493890383417 

training_2003    0: 0.125634592484874  1: 0.017558526310902  2: 0.017558724092183  3: 0.017557718149984  4: 0.017557899421496  5: 0.046626789867606  6: 0.704820845897120  7: 0.017557808997398  8: 0.017569444567843  9: 0.017557650210595 

training_2004    0: 0.174610739679769  1: 0.025478250090294  2: 0.621558441109140  3: 0.025476227248008  4: 0.025479542080712  5: 0.025483851968048  6: 0.025480888269180  7: 0.025477149580548  8: 0.025477850109280  9: 0.025477059865021 

training_2005    0: 0.020415353072699  1: 0.020415375720327  2: 0.020415356793255  3: 0.020415463608401  4: 0.129288303121981  5: 0.707387174542613  6: 0.020416079043390  7: 0.020415731192990  8: 0.020415613410871  9: 0.020415549493472 

training_2006    0: 0.057790706859972  1: 0.019377591638589  2: 0.045699939603740  3: 0.019364332746955  4: 0.070183726297447  5: 0.019371703035813  6: 0.710063287484547  7: 0.019418672571938  8: 0.019365554303999  9: 0.019364485457001 

training_2007    0: 0.021937889926899  1: 0.421781447131108  2: 0.402547050160570  3: 0.021931135633789  4: 0.021935147375416  5: 0.021946656974072  6: 0.022103291832589  7: 0.021932279018400  8: 0.021947592097142  9: 0.021937509850015 

training_2008    0: 0.020205678994327  1: 0.020204704918812  2: 0.020203641020879  3: 0.020203832136210  4: 0.020203974780824  5: 0.055237190713660  6: 0.783130085181532  7: 0.020203602475899  8: 0.020203521938029  9: 0.020203767839826 

training_201     0: 0.026144912481967  1: 0.026167796785734  2: 0.218223277923668  3: 0.026145279260437  4: 0.026152780841815  5: 0.471001622038086  6: 0.026145152647018  7: 0.026145011269971  8: 0.127728565858076  9: 0.026145600893228 

training_2010    0: 0.011448418812305  1: 0.175783668269209  2: 0.042581474175257  3: 0.286154730868845  4: 0.011661410091927  5: 0.011433150721780  6: 0.426640365817718  7: 0.011429846978563  8: 0.011429799415846  9: 0.011437134848550 

training_2012    0: 0.015631288167012  1: 0.265232158224739  2: 0.015642887618666  3: 0.015626828443864  4: 0.015626771587547  5: 0.032316424010319  6: 0.593018837450150  7: 0.015628673932359  8: 0.015629413899679  9: 0.015646716665666 

training_2013    0: 0.399360811224900  1: 0.014627328178091  2: 0.014578021253910  3: 0.014581362569707  4: 0.014579400721689  5: 0.014582427377753  6: 0.483952883807131  7: 0.014577852888950  8: 0.014581576500414  9: 0.014578335477456 

training_2016    0: 0.023465749082500  1: 0.023465759444939  2: 0.023465772340097  3: 0.023465898314716  4: 0.023474768036698  5: 0.563104018066750  6: 0.249160417969097  7: 0.023465732385371  8: 0.023466131323043  9: 0.023465753036788 

training_202     0: 0.021114917984580  1: 0.021114871701805  2: 0.021114830607433  3: 0.021114897677566  4: 0.021119707680293  5: 0.809960838394253  6: 0.021114958890836  7: 0.021114993484214  8: 0.021115022486088  9: 0.021114961092933 

training_2020    0: 0.024295452606912  1: 0.113747009951670  2: 0.024287619501305  3: 0.024288673970950  4: 0.024289689680256  5: 0.691928479976254  6: 0.024290173402209  7: 0.024287985959722  8: 0.024294699049510  9: 0.024290215901212 

training_2022    0: 0.016713256698679  1: 0.016713201756464  2: 0.016710013594604  3: 0.016709803492175  4: 0.016710268586552  5: 0.016713864743244  6: 0.368998530989761  7: 0.016709983363289  8: 0.016719628243085  9: 0.497301448532147 

training_2024    0: 0.828116908953140  1: 0.040018112902299  2: 0.016482429090158  3: 0.016482136017395  4: 0.016482602844614  5: 0.016484890711219  6: 0.016485693712593  7: 0.016482334102899  8: 0.016482557780560  9: 0.016482333885124 

training_2025    0: 0.096242637419837  1: 0.024697889504245  2: 0.013007774421535  3: 0.013007782636921  4: 0.013062018202388  5: 0.013562693009432  6: 0.787395189270517  7: 0.013007833266531  8: 0.013007913171756  9: 0.013008269096839 

training_2026    0: 0.018675289412578  1: 0.018680204116876  2: 0.018670587348690  3: 0.018669554631172  4: 0.831946972880039  5: 0.018677087791968  6: 0.018672666798220  7: 0.018669321137243  8: 0.018669469026438  9: 0.018668846856776 

training_2027    0: 0.762246279319639  1: 0.026419135572465  2: 0.026414703248041  3: 0.026412407495369  4: 0.026412905699815  5: 0.026434453035773  6: 0.026422419083187  7: 0.026412395097188  8: 0.026412328020993  9: 0.026412973427529 

training_2028    0: 0.054877121001213  1: 0.016686890605704  2: 0.016681446941767  3: 0.016682584979127  4: 0.016685544475251  5: 0.811654190052218  6: 0.016686469126222  7: 0.016681623572347  8: 0.016682042025161  9: 0.016682087220991 

training_2029    0: 0.021507437178998  1: 0.116106573759382  2: 0.021506629748545  3: 0.021507249094810  4: 0.021508658157491  5: 0.499814522747813  6: 0.233523333079145  7: 0.021509459690273  8: 0.021509154020410  9: 0.021506982523131 

training_203     0: 0.275607253062684  1: 0.016865669907825  2: 0.008682883340384  3: 0.008683240452964  4: 0.012762957831517  5: 0.008704963275899  6: 0.346993273283302  7: 0.008687461846747  8: 0.304328739958377  9: 0.008683557040301 

training_2033    0: 0.018178386268891  1: 0.018175831002872  2: 0.018174647319341  3: 0.018174857802955  4: 0.790162947064894  5: 0.018183350833909  6: 0.018175951972965  7: 0.018174573230081  8: 0.064424410274190  9: 0.018175044229903 

training_2035    0: 0.034773298412293  1: 0.034772948704819  2: 0.034771220205982  3: 0.034774575009563  4: 0.034774849750552  5: 0.483766314459557  6: 0.238052749239756  7: 0.034771587643954  8: 0.034771310165734  9: 0.034771146407790 

training_2039    0: 0.021741546961685  1: 0.021740374036733  2: 0.596462480218380  3: 0.021734796400432  4: 0.021736481744971  5: 0.150755701431752  6: 0.021742344735574  7: 0.100615845513445  8: 0.021735373700609  9: 0.021735055256420 

training_2042    0: 0.024423460587243  1: 0.154646481979082  2: 0.024423017785655  3: 0.024423056231071  4: 0.024426187254482  5: 0.649965970199690  6: 0.024423139457199  7: 0.024422722094002  8: 0.024423013021235  9: 0.024422951390341 

training_2044    0: 0.018615807673285  1: 0.018615881635658  2: 0.018614932156871  3: 0.018614827817166  4: 0.018614896969213  5: 0.018614925004503  6: 0.832457166637358  7: 0.018615674520909  8: 0.018620525220686  9: 0.018615362364351 

training_2046    0: 0.112033603885886  1: 0.048689493202646  2: 0.646611097379309  3: 0.017576949292416  4: 0.017578515457857  5: 0.017579652980949  6: 0.087119286917147  7: 0.017654900375120  8: 0.017578535681959  9: 0.017577964826711 

training_2047    0: 0.023303391327673  1: 0.023310517856117  2: 0.023303341646323  3: 0.023305012843201  4: 0.023306803802176  5: 0.636813883528733  6: 0.176747026903131  7: 0.023303308210030  8: 0.023303405270427  9: 0.023303308612190 

training_2048    0: 0.017570886836494  1: 0.017569354360137  2: 0.017567072506090  3: 0.017567647759693  4: 0.017571388514150  5: 0.783118989280410  6: 0.076330228623592  7: 0.017568584132722  8: 0.017567865824841  9: 0.017567982161869 

training_2049    0: 0.024339374862749  1: 0.024339334594221  2: 0.024339303699236  3: 0.024340362894505  4: 0.024339710049578  5: 0.780944528011065  6: 0.024339431005300  7: 0.024339363117771  8: 0.024339379273882  9: 0.024339212491692 

training_2054    0: 0.622134773817164  1: 0.016532026616403  2: 0.061594768112733  3: 0.016435129730935  4: 0.016437531590779  5: 0.042412919647444  6: 0.175145868775724  7: 0.016434787408820  8: 0.016436634787035  9: 0.016435559512962 

training_2055    0: 0.022729875926880  1: 0.022729933932742  2: 0.022728152827973  3: 0.022728221644859  4: 0.022731472124071  5: 0.795437917669489  6: 0.022729321178762  7: 0.022728161810166  8: 0.022728363366495  9: 0.022728579518563 

training_2056    0: 0.362146228173716  1: 0.020008151833217  2: 0.020003108727985  3: 0.020002709641209  4: 0.020003147136794  5: 0.477818235498217  6: 0.020008560280194  7: 0.020002790941307  8: 0.020003624221710  9: 0.020003443545651 

training_2061    0: 0.008823574509046  1: 0.093496484171857  2: 0.032195008547318  3: 0.008794193435293  4: 0.008815270067514  5: 0.008812040904391  6: 0.636364263031343  7: 0.008795765225916  8: 0.008795332455737  9: 0.185108067651585 

training_2064    0: 0.109934203020167  1: 0.015419839343514  2: 0.008903981049172  3: 0.008909341501690  4: 0.008902532213044  5: 0.014947757966854  6: 0.800067849503243  7: 0.008908162302229  8: 0.008904481934036  9: 0.015101851166052 

training_2065    0: 0.027423791192736  1: 0.027425087807067  2: 0.027419439178869  3: 0.547392128379726  4: 0.027421086152740  5: 0.233228189836147  6: 0.027429239939328  7: 0.027419423681820  8: 0.027420876827114  9: 0.027420737004454 

training_2067    0: 0.027885826984679  1: 0.027885480910699  2: 0.027879265348460  3: 0.027878785479880  4: 0.027880160123132  5: 0.027886287431647  6: 0.749067959106544  7: 0.027879143718313  8: 0.027878683175737  9: 0.027878407720909 

training_2073    0: 0.015096095136099  1: 0.644827243540127  2: 0.015094438349868  3: 0.015101024335055  4: 0.015095181139103  5: 0.015097657488418  6: 0.215404223484741  7: 0.034094310481738  8: 0.015095179246580  9: 0.015094646798271 

training_2074    0: 0.012783399354595  1: 0.062928326278949  2: 0.026698200592096  3: 0.012769806067227  4: 0.012770163549550  5: 0.026583660091216  6: 0.807143487498402  7: 0.012780827893260  8: 0.012772119818049  9: 0.012770008856657 

training_2079    0: 0.071967459023169  1: 0.018703006314922  2: 0.065540699800388  3: 0.076121857003880  4: 0.018702405872191  5: 0.637362265099311  6: 0.018702918528688  7: 0.018701891302139  8: 0.055495116187914  9: 0.018702380867398 

training_2080    0: 0.018738535815811  1: 0.385825257136991  2: 0.375129304722846  3: 0.018812720824363  4: 0.018734832358923  5: 0.018739166694761  6: 0.044585348229933  7: 0.081945649487845  8: 0.018752956220915  9: 0.018736228507612 

training_2087    0: 0.027709079008107  1: 0.026692628602609  2: 0.014063068433914  3: 0.014053092674023  4: 0.014053103303374  5: 0.040309281360514  6: 0.820939316764164  7: 0.014053065371421  8: 0.014073930819024  9: 0.014053433662851 

training_2089    0: 0.032146944860968  1: 0.032146841142647  2: 0.032146968649372  3: 0.032147046742195  4: 0.032153723738838  5: 0.710670168056543  6: 0.032147122432058  7: 0.032146886960850  8: 0.032147282456200  9: 0.032147014960327 

training_209     0: 0.095619310278268  1: 0.023471846183719  2: 0.007783020206910  3: 0.046614691061291  4: 0.007784657243828  5: 0.007784848466098  6: 0.787540688978473  7: 0.007831544982796  8: 0.007783208060297  9: 0.007786184538320 

training_2092    0: 0.022975904190278  1: 0.022975688426209  2: 0.022975624428488  3: 0.022975732526059  4: 0.022980243714461  5: 0.793213927219952  6: 0.022975624004194  7: 0.022975732424874  8: 0.022975872883613  9: 0.022975650181871 

training_2095    0: 0.031357290171248  1: 0.047260495344502  2: 0.014133270258407  3: 0.014212841479305  4: 0.014133259893205  5: 0.076462895078463  6: 0.760016016732621  7: 0.014140711564287  8: 0.014145039005572  9: 0.014138180472390 

training_2097    0: 0.015312059701193  1: 0.015309101213401  2: 0.015300788930902  3: 0.015300705439138  4: 0.015301752057489  5: 0.075824206111604  6: 0.740784294024164  7: 0.015299180486420  8: 0.015299581095275  9: 0.076268330940414 

training_2098    0: 0.026299180274425  1: 0.026303504623921  2: 0.026297535213767  3: 0.026297326305314  4: 0.026299821516194  5: 0.315436917165891  6: 0.474161109383226  7: 0.026300566830697  8: 0.026302763668341  9: 0.026301275018225 

training_2099    0: 0.019802868705897  1: 0.019815023389605  2: 0.019828129649539  3: 0.019801381765683  4: 0.084057378411134  5: 0.697212959074584  6: 0.080062429564035  7: 0.019801433862585  8: 0.019801960667860  9: 0.019816434909078 

training_210     0: 0.022619365822003  1: 0.131735099421286  2: 0.022619036887696  3: 0.022619064605662  4: 0.687304273974269  5: 0.022626756795878  6: 0.022619176825208  7: 0.022618954679771  8: 0.022619203000251  9: 0.022619067987976 

training_2101    0: 0.026961914647225  1: 0.026961876065283  2: 0.026961962508200  3: 0.026961984453607  4: 0.026965869703291  5: 0.757338684321744  6: 0.026961892565845  7: 0.026961840479195  8: 0.026962102284228  9: 0.026961872971382 

training_2102    0: 0.025330916886139  1: 0.025434190341763  2: 0.025323272833151  3: 0.591373200756208  4: 0.025321938786849  5: 0.205782696668638  6: 0.025454226792115  7: 0.025320425420201  8: 0.025319648919198  9: 0.025339482595739 

training_2107    0: 0.019745567187546  1: 0.019737542877344  2: 0.019734103766005  3: 0.019731498921347  4: 0.019732950906023  5: 0.137066253958253  6: 0.705033732403808  7: 0.019731469427450  8: 0.019731114343400  9: 0.019755766208824 

training_2108    0: 0.014598395485352  1: 0.232222118949144  2: 0.014570372919381  3: 0.014570231130585  4: 0.014736569430419  5: 0.246997378116613  6: 0.391201081493914  7: 0.028613056274113  8: 0.027919562502844  9: 0.014571233697636 

training_2109    0: 0.027931695451857  1: 0.027932030546923  2: 0.027928086208506  3: 0.294125788668368  4: 0.027932209113684  5: 0.482425510976662  6: 0.027938345068371  7: 0.027928767772342  8: 0.027928523927425  9: 0.027929042265862 

training_211     0: 0.173260869386060  1: 0.016788934277478  2: 0.016786385787442  3: 0.016783378080284  4: 0.052763927136821  5: 0.274885665371391  6: 0.398373301528972  7: 0.016783282973362  8: 0.016787811445726  9: 0.016786444012463 

training_2110    0: 0.088186373945931  1: 0.075700961993254  2: 0.013768309346619  3: 0.013768348570179  4: 0.013769680647137  5: 0.048074678519028  6: 0.694884080751603  7: 0.013771849622002  8: 0.024295144283078  9: 0.013780572321168 

training_2112    0: 0.021426885645013  1: 0.021426850116437  2: 0.021426449896398  3: 0.021426668400404  4: 0.021431519830892  5: 0.807155748780332  6: 0.021426752745013  7: 0.021426233187206  8: 0.021426220313644  9: 0.021426671084662 

training_2114    0: 0.020931701102170  1: 0.020934357575462  2: 0.167230198770300  3: 0.020929453316942  4: 0.020929436540156  5: 0.249173268666720  6: 0.437087427213095  7: 0.020927813111551  8: 0.020927720905850  9: 0.020928622797754 

training_2115    0: 0.011376809588427  1: 0.057369726351048  2: 0.011358186547873  3: 0.011358670157511  4: 0.011361000237396  5: 0.011363189929142  6: 0.774403216061219  7: 0.043626821146099  8: 0.056399444651907  9: 0.011382935329378 

training_2116    0: 0.018462945743365  1: 0.411110281679682  2: 0.018459872508691  3: 0.064403354297709  4: 0.018469450918827  5: 0.164583063540207  6: 0.222520888597575  7: 0.018460387967438  8: 0.018460672891643  9: 0.045069081854863 

training_2118    0: 0.049700039244539  1: 0.539725032144879  2: 0.009994325576586  3: 0.010024867999925  4: 0.009996676374349  5: 0.010000768244739  6: 0.330276937183178  7: 0.010003652049389  8: 0.020204878654174  9: 0.010072822528243 

training_212     0: 0.021601984883870  1: 0.021599913032209  2: 0.021600521814970  3: 0.021599934325654  4: 0.656559440867704  5: 0.021608111131185  6: 0.021603090708030  7: 0.070746651430806  8: 0.021609926531413  9: 0.121470425274158 

training_2121    0: 0.039325619359293  1: 0.165550309341751  2: 0.010748155190788  3: 0.010748458420763  4: 0.010748084003136  5: 0.022764136318177  6: 0.707705425220299  7: 0.010791042842604  8: 0.010749091597942  9: 0.010869677705248 

training_2122    0: 0.027914950718737  1: 0.619468064539526  2: 0.027909181652017  3: 0.027910167186928  4: 0.027921256044656  5: 0.157229728738259  6: 0.027912009999831  7: 0.027911677896728  8: 0.027911979994749  9: 0.027910983228568 

training_2126    0: 0.017139090438535  1: 0.017137107574142  2: 0.532477370054229  3: 0.017130655984634  4: 0.226883424882538  5: 0.017164127920599  6: 0.120673487561348  7: 0.017131434730281  8: 0.017131682920579  9: 0.017131617933113 

training_2128    0: 0.012131503364659  1: 0.090605554352591  2: 0.021249039279436  3: 0.012135523989426  4: 0.012106776037716  5: 0.029500939913879  6: 0.785949156755189  7: 0.012108476027791  8: 0.012106821231375  9: 0.012106209047938 

training_213     0: 0.014818143498471  1: 0.014798564691128  2: 0.014804524335055  3: 0.046621326735128  4: 0.014797886052826  5: 0.014850325685315  6: 0.760939474842428  7: 0.014815096850214  8: 0.088755549354209  9: 0.014799107955226 

training_2130    0: 0.058689374614741  1: 0.016344703475046  2: 0.092097925624283  3: 0.016294019625714  4: 0.016303855219822  5: 0.016303670076314  6: 0.449779331801071  7: 0.016295568823751  8: 0.016295372562655  9: 0.301596178176603 

training_2133    0: 0.020508579448068  1: 0.020508446690528  2: 0.020507526334016  3: 0.020506843450022  4: 0.420394890045844  5: 0.415542320472481  6: 0.020509237386967  7: 0.020506878858630  8: 0.020507150180621  9: 0.020508127132824 

training_2136    0: 0.036301602374832  1: 0.036301781112526  2: 0.036301989524502  3: 0.036302196325561  4: 0.036319369677602  5: 0.343576323006253  6: 0.365992903769835  7: 0.036301254341604  8: 0.036301582906561  9: 0.036300996960724 

training_2137    0: 0.021896340774112  1: 0.021896521229441  2: 0.021895235284467  3: 0.637329348925131  4: 0.021902317243162  5: 0.187484472388224  6: 0.021907069137611  7: 0.021894462090634  8: 0.021898026498678  9: 0.021896206428540 

training_214     0: 0.017598466622820  1: 0.555098104407172  2: 0.017528053038742  3: 0.017527267264301  4: 0.017527671518822  5: 0.280866964800668  6: 0.041270188307442  7: 0.017527361943257  8: 0.017528637342729  9: 0.017527284754046 

training_2148    0: 0.029736416424305  1: 0.029736400873447  2: 0.029736652692932  3: 0.029736814063668  4: 0.732359967395513  5: 0.029746745474601  6: 0.029736359242237  7: 0.029736463030165  8: 0.029737149532507  9: 0.029737031270624 

training_2149    0: 0.020571531125787  1: 0.099448653607116  2: 0.020570623619928  3: 0.020570550799147  4: 0.020572828290785  5: 0.735963870947701  6: 0.020575837288281  7: 0.020581082727354  8: 0.020572653410361  9: 0.020572368183541 

training_2151    0: 0.019901741172367  1: 0.598050643533449  2: 0.019894786686947  3: 0.019938696285650  4: 0.059283240737721  5: 0.166730407612753  6: 0.019898724530271  7: 0.019892766780254  8: 0.056515929883749  9: 0.019893062776838 

training_2153    0: 0.025696467021473  1: 0.025696367840790  2: 0.025696381099304  3: 0.025697024117787  4: 0.025696744368491  5: 0.768731268912046  6: 0.025696537280168  7: 0.025696381576859  8: 0.025696513248169  9: 0.025696314534913 

training_2154    0: 0.023741367567135  1: 0.023741644005098  2: 0.023740851648474  3: 0.372769324895280  4: 0.023741665623279  5: 0.437299427671683  6: 0.023741591248214  7: 0.023740967993402  8: 0.023741744591167  9: 0.023741414756267 

training_2155    0: 0.104012161564804  1: 0.017044671624264  2: 0.017041155484241  3: 0.017121277916060  4: 0.017041171516966  5: 0.017049623676334  6: 0.389604728153004  7: 0.017041641974992  8: 0.386986589733513  9: 0.017056978355822 

training_2157    0: 0.033488427507047  1: 0.033513975501854  2: 0.033486239270426  3: 0.033486266355175  4: 0.033490185140017  5: 0.698585971038131  6: 0.033487002061152  7: 0.033489986305427  8: 0.033485765387405  9: 0.033486181433366 

training_2159    0: 0.019555902480943  1: 0.551887347915220  2: 0.200368041670835  3: 0.052225368766590  4: 0.019550080029476  5: 0.019561889024631  6: 0.078204542478112  7: 0.019548565692580  8: 0.019549398612828  9: 0.019548863328786 

training_216     0: 0.100000000000000  1: 0.100000000000000  2: 0.100000000000000  3: 0.100000000000000  4: 0.100000000000000  5: 0.100000000000000  6: 0.100000000000000  7: 0.100000000000000  8: 0.100000000000000  9: 0.100000000000000 

training_2163    0: 0.022198918881863  1: 0.022195608902521  2: 0.022195886603098  3: 0.022195859747171  4: 0.091273624846300  5: 0.658137017882430  6: 0.022218586305624  7: 0.095193726225744  8: 0.022195357548821  9: 0.022195413056430 

training_2166    0: 0.033843687598280  1: 0.033832275687985  2: 0.033838452967794  3: 0.033831211428136  4: 0.033833968842671  5: 0.695491227574248  6: 0.033836601671308  7: 0.033830698452027  8: 0.033831206815208  9: 0.033830668962343 

training_2167    0: 0.028125082025270  1: 0.028125309837146  2: 0.028124902347262  3: 0.028125421837200  4: 0.746867776221959  5: 0.028131889826735  6: 0.028124861536732  7: 0.028124846972552  8: 0.028125088233074  9: 0.028124821162068 

training_2168    0: 0.169412711182432  1: 0.128432108961856  2: 0.011495628723898  3: 0.011495623730891  4: 0.011501068423397  5: 0.011496258066690  6: 0.577267881320827  7: 0.011496181388393  8: 0.055903500277000  9: 0.011499037924614 

training_2169    0: 0.024590832208083  1: 0.024584827766835  2: 0.024582186545223  3: 0.024581783998725  4: 0.024582495340333  5: 0.024582169887860  6: 0.664492164249909  7: 0.138825567460645  8: 0.024590867954707  9: 0.024587104587680 

training_2171    0: 0.026618701017819  1: 0.026618435410473  2: 0.026618426862855  3: 0.026618335606600  4: 0.026618331386859  5: 0.026618372530113  6: 0.760432967824828  7: 0.026619410033328  8: 0.026618540987543  9: 0.026618478339582 

training_2172    0: 0.049523409835499  1: 0.018124141777398  2: 0.018133030678382  3: 0.018124089482905  4: 0.018124039364256  5: 0.065284631327800  6: 0.707449029591882  7: 0.068977607697743  8: 0.018135550923284  9: 0.018124469320853 

training_2173    0: 0.116950826340514  1: 0.017219496358038  2: 0.017232888559014  3: 0.153055654041440  4: 0.017220254117189  5: 0.290200266918058  6: 0.336458128150157  7: 0.017218977428322  8: 0.017218578947710  9: 0.017224929139558 

training_2174    0: 0.025829569700420  1: 0.025829544521347  2: 0.767524880881257  3: 0.025828448816822  4: 0.025831743010337  5: 0.025834999848425  6: 0.025832158331481  7: 0.025828463893474  8: 0.025829208756851  9: 0.025830982239585 

training_2175    0: 0.413408520642199  1: 0.016692382682015  2: 0.016687596032424  3: 0.016687479674264  4: 0.016687786614645  5: 0.016689876369241  6: 0.452908687664857  7: 0.016732832725640  8: 0.016689104030560  9: 0.016815733564154 

training_2176    0: 0.028891383525087  1: 0.028892337605327  2: 0.028893147399699  3: 0.028890442549123  4: 0.028889550074693  5: 0.397008532030784  6: 0.028891346749609  7: 0.028890848234694  8: 0.371862188758287  9: 0.028890223072697 

training_2178    0: 0.029886186888571  1: 0.731020865051173  2: 0.029884542451160  3: 0.029884475472410  4: 0.029891733474704  5: 0.029885365047556  6: 0.029889190141311  7: 0.029885545285768  8: 0.029885685274880  9: 0.029886410912468 

training_2181    0: 0.027016195502843  1: 0.756867401526059  2: 0.027012980419599  3: 0.027012635180834  4: 0.027012519129781  5: 0.027013235222743  6: 0.027024329408095  7: 0.027013822665164  8: 0.027013329704043  9: 0.027013551240840 

training_2182    0: 0.017215501372959  1: 0.017212604030158  2: 0.017209245133648  3: 0.017209227815195  4: 0.076896970613613  5: 0.711042067403696  6: 0.017212813254830  7: 0.091581966919965  8: 0.017209551233185  9: 0.017210052222752 

training_2183    0: 0.027758674568281  1: 0.027758465432900  2: 0.027758341605557  3: 0.027758347700822  4: 0.027758333904146  5: 0.027758390494768  6: 0.750173646129712  7: 0.027758775485688  8: 0.027758557687369  9: 0.027758466990756 

training_2186    0: 0.569266833502966  1: 0.016698035909383  2: 0.016697340411336  3: 0.016697272140025  4: 0.016706510029380  5: 0.016706476195661  6: 0.297131675612102  7: 0.016698902970456  8: 0.016698472356833  9: 0.016698480871859 

training_2187    0: 0.232676163236907  1: 0.041510584033341  2: 0.017243595712778  3: 0.017240336346895  4: 0.017242238722756  5: 0.017244193520113  6: 0.605053599124659  7: 0.017251203856438  8: 0.017293057080462  9: 0.017245028365650 

training_2188    0: 0.020855637361041  1: 0.020855614360784  2: 0.020855378482963  3: 0.020855463089750  4: 0.020862637043621  5: 0.585324520013941  6: 0.247823710329990  7: 0.020855841819639  8: 0.020855696310241  9: 0.020855501188030 

training_2190    0: 0.091077992741469  1: 0.339018555976541  2: 0.014916798197525  3: 0.014916904342473  4: 0.014918763689935  5: 0.014917922273451  6: 0.465481536756510  7: 0.014916964772269  8: 0.014917274099148  9: 0.014917287150680 

training_2191    0: 0.017609927665640  1: 0.017605058831914  2: 0.017603351764282  3: 0.017603246730007  4: 0.017603937030861  5: 0.017603497133860  6: 0.768991057208247  7: 0.017617870525605  8: 0.090154942404982  9: 0.017607110704602 

training_2193    0: 0.018055767816110  1: 0.249824578441269  2: 0.018050853730717  3: 0.350283231246364  4: 0.048878274626982  5: 0.018059133625671  6: 0.194410598835958  7: 0.018059914125553  8: 0.066326916280516  9: 0.018050731270860 

training_2194    0: 0.016429354398905  1: 0.016428315168601  2: 0.016428369672869  3: 0.016434341178054  4: 0.016429918926129  5: 0.692196233883907  6: 0.176355670369188  7: 0.016427771982146  8: 0.016432302796774  9: 0.016437721623427 

training_2195    0: 0.054569204377498  1: 0.104744735951726  2: 0.069394392016353  3: 0.013480483997731  4: 0.069197856361597  5: 0.013662103195253  6: 0.495964913631125  7: 0.151488854408488  8: 0.013992609414557  9: 0.013504846645673 

training_2196    0: 0.018202866161284  1: 0.018196375199374  2: 0.018194282132860  3: 0.018194285025090  4: 0.018195196508580  5: 0.343923361226592  6: 0.457678390789521  7: 0.018208055652806  8: 0.018197496944180  9: 0.071009690359714 

training_2197    0: 0.353358275536314  1: 0.009222173918373  2: 0.009221282975956  3: 0.009220634699467  4: 0.009220917178328  5: 0.009221456931243  6: 0.556403117194353  7: 0.016595520103041  8: 0.018309356856576  9: 0.009227264606350 

training_2198    0: 0.040370504449040  1: 0.016001254867845  2: 0.036884726767285  3: 0.015998391642262  4: 0.015998596115754  5: 0.488847644828347  6: 0.165071995286952  7: 0.015999030439268  8: 0.188828524898302  9: 0.015999330704946 

training_22      0: 0.283042781953115  1: 0.024486390984678  2: 0.024488805417814  3: 0.024481970422598  4: 0.024485416917861  5: 0.024494428731828  6: 0.024490551814396  7: 0.521067128075804  8: 0.024481343289346  9: 0.024481182392559 

training_220     0: 0.072004608588075  1: 0.041353215843123  2: 0.013076743175512  3: 0.013076262175495  4: 0.013076780675844  5: 0.013078049298084  6: 0.780355898758335  7: 0.027774089663070  8: 0.013125529183834  9: 0.013078822638628 

training_2202    0: 0.053038480546422  1: 0.015192351078870  2: 0.015178570089556  3: 0.015177494687171  4: 0.015178835055025  5: 0.015185181965200  6: 0.807207528850076  7: 0.015177465649687  8: 0.015177722815865  9: 0.033486369262130 

training_2203    0: 0.012095420206563  1: 0.045934960522619  2: 0.012052426862185  3: 0.012052670694478  4: 0.012053644050960  5: 0.385668590043862  6: 0.385817079128172  7: 0.012057926655793  8: 0.110212406474983  9: 0.012054875360387 

training_2205    0: 0.022948354114417  1: 0.022946399566892  2: 0.022947515590725  3: 0.022946255941975  4: 0.022949604753731  5: 0.793474530662691  6: 0.022947788480586  7: 0.022946214320829  8: 0.022946761642564  9: 0.022946574925589 

training_2206    0: 0.017768549942740  1: 0.017769199906942  2: 0.040939270463154  3: 0.017766889694167  4: 0.017767640474814  5: 0.017768574980622  6: 0.816911759033550  7: 0.017767730176678  8: 0.017772971398712  9: 0.017767413928621 

training_2207    0: 0.725493808665956  1: 0.030501874754223  2: 0.030497046389428  3: 0.030495258104165  4: 0.030507257555364  5: 0.030500234825506  6: 0.030497064792089  7: 0.030516822402123  8: 0.030495345546246  9: 0.030495286964900 

training_221     0: 0.023201869736379  1: 0.023087316583610  2: 0.327764802068690  3: 0.023040311281581  4: 0.023037701144159  5: 0.023247145955635  6: 0.353435838723201  7: 0.023038123585110  8: 0.157105394004130  9: 0.023041496917505 

training_2211    0: 0.023570928713829  1: 0.023576867750337  2: 0.023569930782072  3: 0.023570713352442  4: 0.023570309746115  5: 0.787860289750694  6: 0.023570479755854  7: 0.023569849435529  8: 0.023570473810553  9: 0.023570156902575 

training_2212    0: 0.023061567762620  1: 0.023047047419703  2: 0.023046154146113  3: 0.023042706619117  4: 0.792498831262156  5: 0.023057793316596  6: 0.023080557951655  7: 0.023053716419963  8: 0.023051118273078  9: 0.023060506829000 

