Corpus Type: binary
Topic Count: 10

test_14826        2: 0.347172681428323   4: 0.288428204057364   9: 0.261181653614965   7: 0.078702195466954   6: 0.022405034225397   8: 0.000422052607822   5: 0.000422049132863   0: 0.000422047120247   3: 0.000422046815941   1: 0.000422035530124 

training_3318     7: 0.410970236400636   8: 0.368032013006361   9: 0.154048345623857   6: 0.052993060744616   5: 0.002326480608123   4: 0.002326177209689   3: 0.002326093609903   2: 0.002325924478776   1: 0.002325837035104   0: 0.002325831282935 

training_332      4: 0.573540399050028   1: 0.379393486893223   5: 0.005883900743441   7: 0.005883488438799   8: 0.005883441672033   6: 0.005883305738084   2: 0.005883205779916   3: 0.005883124252352   9: 0.005882950071516   0: 0.005882697360608 

training_3320     5: 0.483574271345931   3: 0.314260327538871   8: 0.112469188823751   6: 0.077693645941620   7: 0.002000816027274   2: 0.002000483965332   9: 0.002000378974484   0: 0.002000352326287   4: 0.002000282297415   1: 0.002000252759035 

training_3322     8: 0.450822277944707   7: 0.411014525349074   2: 0.114825410852717   3: 0.003334338304503   4: 0.003334164280146   6: 0.003334042821651   9: 0.003333930407291   5: 0.003333904723221   0: 0.003333747341506   1: 0.003333657975185 

training_3323     4: 0.659948828955737   8: 0.229394019416510   5: 0.088071485622614   0: 0.003227000012018   3: 0.003226688260764   9: 0.003226510884995   7: 0.003226470840103   6: 0.003226424226508   1: 0.003226355671617   2: 0.003226216109135 

training_3324     9: 0.626956724530924   4: 0.350815563847866   1: 0.002779165639105   8: 0.002778698264817   5: 0.002778520615488   0: 0.002778493137195   3: 0.002778337132957   7: 0.002778294423187   6: 0.002778154799647   2: 0.002778047608813 

training_3327     8: 0.466424440218310   7: 0.400629695122708   2: 0.111062737953810   0: 0.003126815610681   1: 0.003126528037408   3: 0.003126387092927   5: 0.003126137356728   6: 0.003125826401452   4: 0.003125740096223   9: 0.003125692109753 

training_3329     4: 0.395378666759656   9: 0.262756486357986   8: 0.237139225497103   5: 0.093610876911490   0: 0.001852928622422   2: 0.001852559837734   3: 0.001852353130140   1: 0.001852335291882   6: 0.001852324576140   7: 0.001852243015446 

training_3330     4: 0.986151981204979   8: 0.001538995275192   1: 0.001538689321755   3: 0.001538663251543   7: 0.001538649115903   6: 0.001538633634187   2: 0.001538632788999   5: 0.001538600448518   0: 0.001538587601676   9: 0.001538567357247 

training_3332     8: 0.625253946181472   4: 0.118075661755826   7: 0.112865312778357   9: 0.057145609350635   2: 0.048952002841652   5: 0.033539995309679   3: 0.001041948372300   6: 0.001041925247714   0: 0.001041841670518   1: 0.001041756491847 

training_3333     9: 0.523904866007719   3: 0.396083599572704   5: 0.010003585937199   0: 0.010002339390779   6: 0.010001405324625   7: 0.010001202633900   1: 0.010001038635776   2: 0.010000979573998   4: 0.010000563168612   8: 0.010000419754688 

training_3334     4: 0.954994649690244   8: 0.005001532609996   3: 0.005000795226460   7: 0.005000672275453   0: 0.005000664434179   2: 0.005000472410147   9: 0.005000393692813   1: 0.005000311673342   6: 0.005000285609902   5: 0.005000222377464 

training_3335     4: 0.943743326936498   8: 0.006252723014591   0: 0.006250928336511   7: 0.006250730368631   3: 0.006250730201679   2: 0.006250484602923   9: 0.006250319103169   5: 0.006250304026086   6: 0.006250281119881   1: 0.006250172290031 

training_3336     5: 0.543520470968236   9: 0.230103615566985   3: 0.134786936767884   7: 0.082063233102153   2: 0.001587845723949   6: 0.001587701998893   0: 0.001587626218104   1: 0.001587555004895   4: 0.001587552522574   8: 0.001587462126327 

training_3337     4: 0.709006726432587   8: 0.271477842713966   2: 0.002439606571593   7: 0.002439484922978   9: 0.002439460726825   0: 0.002439449509053   5: 0.002439426467704   6: 0.002439398036641   3: 0.002439331059524   1: 0.002439273559128 

training_3338     4: 0.496958701002402   6: 0.265704389379165   2: 0.208702580915425   8: 0.020413302407844   5: 0.001370367818477   3: 0.001370256277062   7: 0.001370179783594   9: 0.001370098659810   1: 0.001370076103914   0: 0.001370047652307 

training_3339     9: 0.508549252828446   8: 0.306740293445559   5: 0.090983607398313   1: 0.077507223667584   0: 0.002703508821416   4: 0.002703453568384   7: 0.002703206213110   3: 0.002703168192602   6: 0.002703156147209   2: 0.002703129717377 

training_334      3: 0.846575723392921   0: 0.078334713571546   5: 0.057585779694252   9: 0.002500727987086   4: 0.002500693190700   1: 0.002500613986479   6: 0.002500525437355   7: 0.002500497117183   2: 0.002500426496507   8: 0.002500299125969 

training_3340     9: 0.500784399035513   8: 0.383931550721596   0: 0.095279985353477   1: 0.002858031819746   5: 0.002857893484457   4: 0.002857800470880   3: 0.002857660134567   7: 0.002857640035571   6: 0.002857610940815   2: 0.002857428003379 

training_3341     0: 0.535214843722481   4: 0.384773016949843   3: 0.010002895164474   8: 0.010002219092507   7: 0.010001804264588   6: 0.010001759194111   2: 0.010001524279549   9: 0.010000957615208   5: 0.010000513942491   1: 0.010000465774748 

training_3342     1: 0.925994026867965   9: 0.049759511754887   0: 0.003031395050948   3: 0.003031371326864   5: 0.003030708671597   4: 0.003030707760272   8: 0.003030636464250   2: 0.003030574950373   7: 0.003030543971480   6: 0.003030523181364 

training_3343     0: 0.786543372057251   9: 0.113444066291306   3: 0.012502811011508   8: 0.012501772952396   5: 0.012501687103139   6: 0.012501400087275   2: 0.012501393232724   4: 0.012501373680280   7: 0.012501202898762   1: 0.012500920685359 

training_3344     1: 0.823012687229950   5: 0.159962316340360   2: 0.002128347040341   3: 0.002128321806538   6: 0.002128203791276   7: 0.002128106370500   4: 0.002128092553423   8: 0.002127984349739   0: 0.002127973228066   9: 0.002127967289807 

training_3345     1: 0.441574723540379   0: 0.273569120998494   5: 0.253033721522496   3: 0.004546903025959   9: 0.004546179895239   7: 0.004546108913661   2: 0.004545921304333   6: 0.004545894938365   4: 0.004545783070280   8: 0.004545642790796 

training_3347     8: 0.527850772609541   4: 0.263746185305755   2: 0.144421016575491   1: 0.046833411966490   0: 0.002858540728969   6: 0.002858106845386   9: 0.002858082169352   5: 0.002858033880293   3: 0.002858029823529   7: 0.002857820095193 

training_3348     7: 0.442844462120705   4: 0.226085691952618   6: 0.121312009301511   0: 0.117899062272032   5: 0.073336222388865   3: 0.003705114919999   2: 0.003704869453178   1: 0.003704516996939   8: 0.003704054475759   9: 0.003703996118396 

training_3349     8: 0.502008714915477   9: 0.352626586476264   3: 0.126441345117084   5: 0.002703649210943   1: 0.002703633621689   4: 0.002703353237832   0: 0.002703336175151   6: 0.002703151875434   7: 0.002703123474007   2: 0.002703105896120 

training_3351     2: 0.460732218869363   4: 0.436042431745516   8: 0.094248854427081   5: 0.001282591256327   7: 0.001282483518809   3: 0.001282390284939   6: 0.001282333291919   0: 0.001282273900746   9: 0.001282262208761   1: 0.001282160496539 

training_3352     4: 0.542722433985453   2: 0.449029012386788   9: 0.001031174764787   7: 0.001031108854206   8: 0.001031100479950   6: 0.001031083717200   5: 0.001031059951786   3: 0.001031058600269   1: 0.001030995177783   0: 0.001030972081777 

training_3353     4: 0.465524866881091   2: 0.244438164283047   6: 0.213078176436496   0: 0.063001784699578   5: 0.002326547288557   1: 0.002326356625255   3: 0.002326244367508   7: 0.002326038571729   8: 0.002325931866597   9: 0.002325888980143 

training_3354     1: 0.909980875740347   0: 0.010004414700852   4: 0.010003296706880   3: 0.010002432081358   6: 0.010002428750406   5: 0.010002136044832   7: 0.010001425270873   9: 0.010001300941996   2: 0.010000982980269   8: 0.010000706782188 

training_3356     3: 0.616086170449094   2: 0.217987481098417   6: 0.145921641072957   1: 0.002858106631374   5: 0.002858093265129   9: 0.002857802415265   8: 0.002857755946232   7: 0.002857722096294   4: 0.002857686748079   0: 0.002857540277158 

training_3358     4: 0.481847384885917   7: 0.173259772778016   9: 0.169669270591206   1: 0.151217045175353   2: 0.004001575252162   8: 0.004001303409955   0: 0.004001013313313   6: 0.004000991916967   5: 0.004000842565207   3: 0.004000800111905 

training_3359     0: 0.887486844554532   3: 0.012502227843371   1: 0.012502197600418   5: 0.012501920941844   9: 0.012501681360465   7: 0.012501486888503   6: 0.012501373802332   8: 0.012500807451711   2: 0.012500743623887   4: 0.012500715932937 

training_336      7: 0.930763837989055   0: 0.007693587036243   4: 0.007693331550979   3: 0.007693107356429   2: 0.007692952482078   6: 0.007692735856669   8: 0.007692683141501   9: 0.007692671025855   5: 0.007692582664707   1: 0.007692510896482 

training_3360     2: 0.683573533897528   6: 0.293563668922870   1: 0.002858203601187   7: 0.002858121136916   4: 0.002858093267168   3: 0.002857974487311   0: 0.002857770517894   5: 0.002857716752455   8: 0.002857491963273   9: 0.002857425453400 

training_3363     9: 0.871403342164375   3: 0.014295280956912   5: 0.014288753380373   2: 0.014288374496155   7: 0.014288340323505   1: 0.014287829101075   6: 0.014287789628698   0: 0.014287327163059   4: 0.014286601667001   8: 0.014286361118845 

training_3364     9: 0.311245036414781   4: 0.284446536081100   2: 0.225841981861179   6: 0.124679477700086   3: 0.047612480810254   0: 0.001235079878765   7: 0.001234908970942   8: 0.001234905863701   5: 0.001234844015331   1: 0.001234748403859 

training_3365     7: 0.849958134010292   5: 0.016676108938919   4: 0.016672372361802   6: 0.016671685703730   9: 0.016671653489159   3: 0.016671637533153   2: 0.016671377272103   8: 0.016670468982990   1: 0.016668876816875   0: 0.016667684890977 

training_3367     3: 0.629220037463540   8: 0.349155426057766   5: 0.002703324485356   6: 0.002703204745788   0: 0.002703177064178   9: 0.002703006606746   7: 0.002702983889881   1: 0.002702977748796   4: 0.002702959016761   2: 0.002702902921188 

training_3370     8: 0.491661479600676   5: 0.419443009761241   9: 0.011112651265892   4: 0.011112467386712   7: 0.011112128356362   2: 0.011112014671027   6: 0.011111957740866   3: 0.011111773538021   0: 0.011111302716070   1: 0.011111214963134 

training_3371     2: 0.574841653446285   7: 0.357623015703084   0: 0.050865187963967   4: 0.002381649785165   6: 0.002381593792050   5: 0.002381576841874   3: 0.002381469370661   8: 0.002381355286764   9: 0.002381309326605   1: 0.002381188483546 

training_3372     9: 0.398513535034721   6: 0.326888398553046   2: 0.242620720346813   1: 0.023279503826067   4: 0.001449701511486   8: 0.001449687124606   7: 0.001449652797062   5: 0.001449649007228   3: 0.001449631885000   0: 0.001449519913971 

training_3377     3: 0.778057007061317   9: 0.179824669246379   7: 0.005267385921936   1: 0.005264895909842   8: 0.005264879844456   5: 0.005264718133498   2: 0.005264334235772   4: 0.005264260895728   6: 0.005263963648730   0: 0.005263885102340 

training_3378     3: 0.557994689306365   7: 0.153098691393991   5: 0.142620516253433   0: 0.116277376611841   6: 0.005002143899494   1: 0.005001495873216   2: 0.005001466099618   4: 0.005001350960193   8: 0.005001142635535   9: 0.005001126966313 

training_338      9: 0.465121756749062   4: 0.392257940173841   2: 0.125117248029859   7: 0.002500735254731   5: 0.002500711390503   6: 0.002500511336477   8: 0.002500496589672   3: 0.002500262216204   1: 0.002500185046963   0: 0.002500153212687 

training_3380     3: 0.431277399337477   7: 0.159038099387729   4: 0.134323791672881   0: 0.128106020060668   8: 0.087061289426283   5: 0.055314176758942   1: 0.001219908500223   2: 0.001219862162465   6: 0.001219755447324   9: 0.001219697246007 

training_3381     5: 0.485663565895501   8: 0.234980222859262   9: 0.124783083110705   6: 0.106670026699676   1: 0.036536925132416   3: 0.002273467176220   2: 0.002273288352295   7: 0.002273162501426   0: 0.002273145830449   4: 0.002273112442051 

training_3382     1: 0.825456742327315   3: 0.074514638540438   9: 0.063184897214476   5: 0.005263712386021   0: 0.005263596038550   7: 0.005263347481095   2: 0.005263299201721   6: 0.005263282704192   8: 0.005263253972809   4: 0.005263230133382 

training_3384     5: 0.527482402313305   9: 0.286984133344982   3: 0.098049658994713   7: 0.071691288902797   1: 0.002632487485058   6: 0.002632322350111   0: 0.002632115311860   2: 0.002631876522938   8: 0.002631873353409   4: 0.002631841420825 

training_3386     8: 0.499975854169140   6: 0.400010114394712   2: 0.012503466953101   5: 0.012503316844763   7: 0.012502406709167   9: 0.012502096990946   4: 0.012501400606161   3: 0.012500690494399   1: 0.012500369808980   0: 0.012500283028632 

training_3387     3: 0.571944424101231   5: 0.189172761610156   4: 0.113845345093952   0: 0.086231019058942   7: 0.029876012528972   8: 0.001786610600553   9: 0.001786009783192   6: 0.001786007094779   2: 0.001785956948902   1: 0.001785853179321 

training_3389     1: 0.978043239513140   4: 0.002439892290543   2: 0.002439735848311   0: 0.002439701852526   8: 0.002439610880547   3: 0.002439598592325   7: 0.002439583720973   6: 0.002439583570691   5: 0.002439532243464   9: 0.002439521487479 

training_3390     7: 0.713432945417281   2: 0.079250863807391   4: 0.072774360723232   9: 0.062125028317044   8: 0.055653779593690   0: 0.014198261365788   6: 0.000641246401526   3: 0.000641200236213   5: 0.000641195731883   1: 0.000641118405952 

training_3394     5: 0.725617311110745   2: 0.151328393000447   1: 0.101476101920475   9: 0.012620347347999   3: 0.001493175900475   6: 0.001493012292979   7: 0.001492993769429   4: 0.001492991136562   8: 0.001492985698764   0: 0.001492687822124 

training_3395     3: 0.733119218930915   9: 0.100142755697358   2: 0.072082634722317   6: 0.064650500888490   5: 0.005001528890078   4: 0.005001026727993   0: 0.005000811893846   1: 0.005000797409192   7: 0.005000525388380   8: 0.005000199451430 

training_3396     3: 0.605814377020980   2: 0.107832498007650   6: 0.087710132772325   5: 0.080903440892701   7: 0.076265758466696   0: 0.038442716955872   9: 0.000757845578528   4: 0.000757790427480   8: 0.000757756939136   1: 0.000757682938631 

training_3399     5: 0.841932662031425   1: 0.133061410694065   9: 0.003126151000149   3: 0.003125945471962   2: 0.003125803616417   4: 0.003125709991636   6: 0.003125683616410   0: 0.003125599237018   8: 0.003125579730246   7: 0.003125454610672 

training_3400     5: 0.652578856417861   3: 0.152144975374557   1: 0.114972879249101   9: 0.060301021950662   6: 0.003333994715298   8: 0.003333702449112   2: 0.003333660678696   0: 0.003333653635242   4: 0.003333632326887   7: 0.003333623202584 

training_3401     4: 0.726053573345438   6: 0.145785216553242   9: 0.109739901450783   7: 0.005652276367631   2: 0.002128433679108   5: 0.002128390653901   8: 0.002128328072519   3: 0.002128091586489   0: 0.002127894775870   1: 0.002127893515018 

training_3405     3: 0.797415549879314   0: 0.179722209285672   1: 0.002858470106035   6: 0.002858384449694   4: 0.002857802147267   5: 0.002857686562796   2: 0.002857582194547   9: 0.002857490600339   8: 0.002857415138759   7: 0.002857409635577 

training_3406     5: 0.599443519154714   2: 0.164139817942692   0: 0.148908118416263   3: 0.012501863396152   8: 0.012501576867674   6: 0.012501552492225   9: 0.012501511438394   7: 0.012500842085504   1: 0.012500646230153   4: 0.012500551976228 

training_3409     5: 0.821249959332741   2: 0.108814130784032   1: 0.030688526796793   3: 0.028900645489661   6: 0.001724592897727   8: 0.001724451733923   9: 0.001724446730118   7: 0.001724434201393   0: 0.001724425360048   4: 0.001724386673563 

training_341      7: 0.967854205005125   4: 0.003572021201854   3: 0.003571870457984   5: 0.003571867972687   0: 0.003571757454157   2: 0.003571752944798   6: 0.003571707442403   9: 0.003571627117560   8: 0.003571621792828   1: 0.003571568610603 

training_3411     4: 0.538227302103495   2: 0.387081068226651   8: 0.069090371748717   7: 0.000800269854335   5: 0.000800256498413   0: 0.000800181707493   3: 0.000800181082903   6: 0.000800172808493   9: 0.000800133385608   1: 0.000800062583892 

training_3413     5: 0.610946267000544   2: 0.338602320476026   0: 0.041698947087395   3: 0.001250583784569   7: 0.001250453358268   9: 0.001250441818217   6: 0.001250337879625   4: 0.001250235835557   8: 0.001250229511230   1: 0.001250183248568 

training_3415     5: 0.543135234087978   6: 0.192511217255868   7: 0.124135474358945   9: 0.081676031730471   3: 0.046343443351446   2: 0.002439871942651   1: 0.002439836280370   8: 0.002439739352985   0: 0.002439723601626   4: 0.002439428037661 

training_3416     5: 0.883043062244587   2: 0.092711133874225   0: 0.003031650269086   9: 0.003030846234900   3: 0.003030818542571   1: 0.003030594909758   6: 0.003030563077111   7: 0.003030479741791   4: 0.003030442431937   8: 0.003030408674035 

training_3417     5: 0.790467586476295   9: 0.115166769189813   0: 0.073772086495203   7: 0.002943304214036   3: 0.002942655509476   4: 0.002941692090700   2: 0.002941679165534   6: 0.002941457467087   8: 0.002941386478801   1: 0.002941382913054 

training_3418     5: 0.937367675131837   2: 0.039099745381518   0: 0.002942395411013   1: 0.002941636039975   3: 0.002941608900978   4: 0.002941478107522   9: 0.002941404247243   7: 0.002941383852984   6: 0.002941367841839   8: 0.002941305085092 

training_3419     7: 0.543172572000993   0: 0.208978234271072   6: 0.170053243956114   4: 0.011116981092293   2: 0.011114555588965   3: 0.011113685770494   5: 0.011113369514466   8: 0.011112611095420   1: 0.011112403579762   9: 0.011112343130423 

training_342      9: 0.288971149808596   7: 0.282246766560073   4: 0.246443497561256   2: 0.135346065167552   6: 0.044492130282457   8: 0.000500146692985   3: 0.000500080110805   0: 0.000500060935422   5: 0.000500058610340   1: 0.000500044270516 

training_3420     3: 0.646886011190258   0: 0.282738146739619   7: 0.053298510565688   9: 0.002440062474372   5: 0.002439803015283   1: 0.002439782575750   6: 0.002439519633959   4: 0.002439466944637   2: 0.002439348453939   8: 0.002439348406494 

training_3421     2: 0.721106460036592   7: 0.198598026934623   9: 0.049907535060339   8: 0.017206662643725   1: 0.009476721422658   4: 0.000740973596267   3: 0.000740946023610   0: 0.000740916908985   6: 0.000740894053429   5: 0.000740863319771 

training_3422     5: 0.971872210091144   0: 0.003125644270976   1: 0.003125559433251   3: 0.003125419397983   4: 0.003125268848486   6: 0.003125206526018   7: 0.003125206054520   2: 0.003125202730595   9: 0.003125158265867   8: 0.003125124381159 

training_3425     5: 0.729356070762913   0: 0.228525542136658   4: 0.005265578047310   9: 0.005265348738760   7: 0.005265035195014   2: 0.005265002559452   3: 0.005264720186290   6: 0.005264567017517   8: 0.005264129782957   1: 0.005264005573130 

training_3429     4: 0.666145927355198   7: 0.326375894451575   2: 0.000934908379168   8: 0.000934872859280   6: 0.000934835778758   9: 0.000934785383725   5: 0.000934730292532   3: 0.000934728695479   1: 0.000934686871631   0: 0.000934629932655 

training_343      4: 0.648925632106818   7: 0.284395701390630   5: 0.008335816133714   8: 0.008335624593133   1: 0.008335532933636   6: 0.008334651526608   9: 0.008334520108901   3: 0.008334511730106   2: 0.008334366233182   0: 0.008333643243273 

training_3430     4: 0.538599387816828   3: 0.337009290505488   7: 0.084955080752046   0: 0.028112428571761   2: 0.001887510973149   9: 0.001887409418662   5: 0.001887406601615   6: 0.001887393855392   8: 0.001887061949573   1: 0.001887029555485 

training_3433     2: 0.979067603443859   7: 0.002326005994415   4: 0.002325992265721   9: 0.002325931974429   6: 0.002325871920920   8: 0.002325790761604   3: 0.002325775377609   5: 0.002325757333337   1: 0.002325649093727   0: 0.002325621834379 

training_3435     6: 0.402214780763393   2: 0.298051180041255   7: 0.282230879631762   4: 0.002500608863145   5: 0.002500601626450   0: 0.002500565371738   3: 0.002500483267971   9: 0.002500344360061   8: 0.002500285118604   1: 0.002500270955621 

training_3438     4: 0.643550097449928   8: 0.177637617253485   5: 0.086786921930472   0: 0.036461432137595   9: 0.026673762716571   7: 0.023889374964118   2: 0.001250245036169   3: 0.001250225961034   6: 0.001250218733611   1: 0.001250103817016 

training_3440     9: 0.611510474800773   2: 0.127095416973734   8: 0.087450302108757   7: 0.087194525555573   4: 0.044156307954900   3: 0.030786209359681   1: 0.009858228570603   0: 0.000649616345576   6: 0.000649482619456   5: 0.000649435710949 

training_3441     4: 0.828062904673351   3: 0.090361940155381   2: 0.070096758418906   9: 0.001640011018705   0: 0.001639857970588   8: 0.001639802209497   6: 0.001639742620253   7: 0.001639718159754   5: 0.001639691182683   1: 0.001639573590883 

training_3442     2: 0.614885541650491   4: 0.177279074156463   8: 0.125414602043329   6: 0.071307420473787   7: 0.001852451403304   5: 0.001852374598185   3: 0.001852328215155   9: 0.001852243792717   1: 0.001852032346460   0: 0.001851931320110 

training_3445     8: 0.516947031904443   4: 0.300364252915165   9: 0.103565612192939   6: 0.039024084216860   2: 0.032851548335057   3: 0.001449616983532   7: 0.001449512635772   5: 0.001449493744091   1: 0.001449437646494   0: 0.001449409425648 

training_3446     4: 0.311998522015538   6: 0.260138169839796   9: 0.200111995121960   2: 0.126284533344609   7: 0.087445599915046   8: 0.012218988379130   3: 0.000450585362603   5: 0.000450555619606   0: 0.000450539879194   1: 0.000450510522518 

training_3448     2: 0.887489856133656   7: 0.012502462376722   0: 0.012502379886893   6: 0.012501435232722   4: 0.012501272860616   9: 0.012500769307876   8: 0.012500677660854   3: 0.012500474849934   1: 0.012500401547979   5: 0.012500270142748 

training_3449     2: 0.987998216141357   4: 0.001333774204461   7: 0.001333603514166   9: 0.001333537088977   6: 0.001333519953081   5: 0.001333510912455   8: 0.001333509278910   3: 0.001333488353603   0: 0.001333443837453   1: 0.001333396715537 

training_345      3: 0.401412117662007   4: 0.310584543157709   2: 0.121739948692651   0: 0.095308164405932   9: 0.059588892705409   7: 0.002273474210546   5: 0.002273349703180   6: 0.002273269991261   8: 0.002273168104955   1: 0.002273071366351 

training_3452     9: 0.581347638920443   4: 0.346617319275390   8: 0.062444666708344   2: 0.001370173112638   7: 0.001370119720761   3: 0.001370052047221   0: 0.001370036144602   6: 0.001370029910412   5: 0.001370001856644   1: 0.001369962303546 

training_3453     4: 0.705811405570523   7: 0.271962624079773   8: 0.002778720535796   1: 0.002778350147273   9: 0.002778257527598   5: 0.002778244465558   2: 0.002778208302386   6: 0.002778169431489   3: 0.002778074216725   0: 0.002777945722881 

training_3454     3: 0.615903076281392   4: 0.193791605737099   8: 0.119536326527457   1: 0.065053400169782   5: 0.000952658998639   0: 0.000952609700386   7: 0.000952609629121   2: 0.000952580372606   6: 0.000952571604878   9: 0.000952560978641 

training_3455     9: 0.496753576587359   4: 0.401981993823150   2: 0.093736318624254   7: 0.001075514494901   8: 0.001075498127123   5: 0.001075450849135   6: 0.001075437409809   3: 0.001075429676819   1: 0.001075397221568   0: 0.001075383185882 

training_3456     0: 0.615765472726362   4: 0.175903300068628   1: 0.116577292340175   7: 0.080212968524581   9: 0.001923610689841   6: 0.001923575725470   3: 0.001923541091125   8: 0.001923540136889   5: 0.001923414970471   2: 0.001923283726458 

training_3458     4: 0.871598306809609   8: 0.105539933613041   7: 0.002858505225127   1: 0.002857814554331   5: 0.002857776122805   9: 0.002857730255619   3: 0.002857589568959   2: 0.002857557870303   6: 0.002857538877854   0: 0.002857247102353 

training_3459     2: 0.445394793586234   3: 0.398054880543400   5: 0.100274490113421   1: 0.044508181523971   0: 0.001961366494012   9: 0.001961322563600   4: 0.001961304271423   6: 0.001961285346662   8: 0.001961208306340   7: 0.001961167250938 

training_346      4: 0.713316421999977   6: 0.185081754825844   0: 0.051316449777404   2: 0.040447175502078   7: 0.001639801477045   9: 0.001639799972562   5: 0.001639731817224   8: 0.001639727925850   3: 0.001639663434152   1: 0.001639473267863 

training_3460     8: 0.725258788528010   3: 0.176868830127761   0: 0.042703257093120   5: 0.039779757735557   7: 0.002565349491492   2: 0.002565175696641   4: 0.002565059199420   1: 0.002564663609924   6: 0.002564581317629   9: 0.002564537200447 

training_3461     4: 0.815747861547847   9: 0.153475943120321   2: 0.003847508095090   1: 0.003847365381932   7: 0.003847174811995   3: 0.003847097648096   5: 0.003847055633332   6: 0.003846888354004   8: 0.003846695960655   0: 0.003846409446727 

training_3463     3: 0.734102824702859   4: 0.252991141934363   7: 0.001613384778796   0: 0.001613362231348   2: 0.001613307813668   1: 0.001613282777786   6: 0.001613277688561   5: 0.001613230977657   8: 0.001613097919635   9: 0.001613089175328 

training_3466     4: 0.624159207576093   3: 0.247481396205688   0: 0.110855927289614   1: 0.002501227948655   2: 0.002500516750078   5: 0.002500438979628   7: 0.002500397649135   9: 0.002500326656705   6: 0.002500307023788   8: 0.002500253920615 

training_3467     4: 0.566528549019080   8: 0.403836292960707   1: 0.003705134978888   7: 0.003704475459916   9: 0.003704338479845   0: 0.003704320591270   5: 0.003704307429171   3: 0.003704232270477   2: 0.003704200593175   6: 0.003704148217471 

training_3468     0: 0.492634165940239   4: 0.422207442492107   1: 0.057152085976268   2: 0.004001467537279   3: 0.004001430927124   7: 0.004001009718012   5: 0.004000947829061   6: 0.004000617196736   9: 0.004000467686696   8: 0.004000364696478 

training_3469     3: 0.540805248884696   4: 0.433381652516918   1: 0.003227165790346   8: 0.003226783047404   9: 0.003226769470429   5: 0.003226555060482   6: 0.003226545870558   2: 0.003226487440800   0: 0.003226432643776   7: 0.003226359274591 

training_3472     4: 0.950479495279898   3: 0.035482428718984   0: 0.001754914284913   5: 0.001754874082547   2: 0.001754831304936   6: 0.001754804204628   1: 0.001754786267784   7: 0.001754714228762   8: 0.001754581034070   9: 0.001754570593478 

training_3473     9: 0.494120575314305   8: 0.408525793871953   6: 0.068180687741406   4: 0.004169894945385   1: 0.004167773915789   7: 0.004167448552365   2: 0.004167193138973   5: 0.004166987658819   3: 0.004166912679915   0: 0.004166732181089 

training_3474     0: 0.414351401950340   1: 0.363653392542785   2: 0.188655375670071   3: 0.004763718607899   4: 0.004763141797777   7: 0.004762850849858   5: 0.004762825778949   6: 0.004762731904167   8: 0.004762394695679   9: 0.004762166202477 

training_3476     0: 0.647583391104196   7: 0.238128035189543   3: 0.014287201816205   4: 0.014286109160427   6: 0.014285913971069   5: 0.014285910083512   2: 0.014285881979684   9: 0.014285877204515   1: 0.014285854507348   8: 0.014285824983502 

training_3477     3: 0.660580104944275   5: 0.215147843177647   7: 0.097344096588792   6: 0.003847015195962   9: 0.003846975123041   4: 0.003846943332104   2: 0.003846885750110   8: 0.003846756430298   1: 0.003846753809633   0: 0.003846625648139 

training_3480     0: 0.787611801270454   3: 0.160441566344633   7: 0.035276639670589   1: 0.002382650947699   5: 0.002381307116850   2: 0.002381273901845   4: 0.002381266119863   6: 0.002381213953916   9: 0.002381156889821   8: 0.002381123784329 

training_3481     0: 0.522820503478037   3: 0.343840347163008   7: 0.016670470536163   4: 0.016667275022258   5: 0.016666961786810   9: 0.016666914955962   6: 0.016666911203979   2: 0.016666895387113   1: 0.016666891627670   8: 0.016666828838998 

training_3482     7: 0.836052969589504   9: 0.085631213072906   4: 0.057099989543698   2: 0.003031056161696   0: 0.003030987591514   5: 0.003030951767993   8: 0.003030859131184   6: 0.003030856629674   3: 0.003030677407313   1: 0.003030439104518 

training_3483     2: 0.709954294257284   4: 0.267817494749268   7: 0.002778759437098   5: 0.002778745093208   0: 0.002778653748240   3: 0.002778577558074   6: 0.002778525466777   8: 0.002778334451875   9: 0.002778321642159   1: 0.002778293596017 

training_3486     0: 0.416823905802876   3: 0.375678722172495   4: 0.149651342527240   1: 0.048007413712558   2: 0.001639977264681   8: 0.001639871525651   7: 0.001639735636948   9: 0.001639715056481   6: 0.001639675583469   5: 0.001639640717602 

training_3488     4: 0.550428573271943   2: 0.196720422297377   7: 0.156374243851249   5: 0.036936386335665   3: 0.032299483955762   8: 0.025157056039348   6: 0.000521073885253   9: 0.000520938725378   0: 0.000520936314465   1: 0.000520885323561 

training_349      9: 0.644166855484349   4: 0.261272606916906   2: 0.049615960601769   3: 0.031899444335705   7: 0.002174411458573   8: 0.002174343097806   6: 0.002174206446075   5: 0.002174114480700   1: 0.002174087444709   0: 0.002173969733409 

training_3490     3: 0.397920564741369   4: 0.381511364419984   0: 0.068740163090788   7: 0.066071684818658   2: 0.060937996074241   6: 0.021277729845111   9: 0.000885205876325   8: 0.000885123060704   5: 0.000885106776489   1: 0.000885061296331 

