Corpus Type: binary
Topic Count: 10

test_14826       0: 0.000422047120247  1: 0.000422035530124  2: 0.347172681428323  3: 0.000422046815941  4: 0.288428204057364  5: 0.000422049132863  6: 0.022405034225397  7: 0.078702195466954  8: 0.000422052607822  9: 0.261181653614965 

training_11860   0: 0.002326128959103  1: 0.002325798017430  2: 0.002326287314140  3: 0.295748715098435  4: 0.002326208043726  5: 0.323371822921146  6: 0.002325977297610  7: 0.002325996622898  8: 0.364596690436380  9: 0.002326375289132 

training_11861   0: 0.001282211229552  1: 0.001282211222877  2: 0.376446813750030  3: 0.001282311805264  4: 0.061784902742784  5: 0.020431804264418  6: 0.135409486807602  7: 0.399515758197916  8: 0.001282214765786  9: 0.001282285213773 

training_11862   0: 0.003846249193534  1: 0.003847228010628  2: 0.334909105749876  3: 0.049856893528059  4: 0.436880198422612  5: 0.003846941290392  6: 0.003846422411577  7: 0.003846789468989  8: 0.155273542479927  9: 0.003846629444405 

training_11863   0: 0.000819770082935  1: 0.000819746458433  2: 0.000819808815839  3: 0.000819847723405  4: 0.000819848478176  5: 0.141605775835775  6: 0.440292195617274  7: 0.064273935063091  8: 0.093922250900399  9: 0.255806821024672 

training_11864   0: 0.005883349970320  1: 0.005882531795535  2: 0.005883268286679  3: 0.005883050506984  4: 0.005883582637958  5: 0.005882570607451  6: 0.005882927616575  7: 0.947053566723315  8: 0.005882586713050  9: 0.005882565142133 

training_11866   0: 0.001149513196453  1: 0.001149673449833  2: 0.045723996115516  3: 0.001149609177097  4: 0.001149752849966  5: 0.001149639461282  6: 0.132452489457649  7: 0.397625711799177  8: 0.417299866045261  9: 0.001149748447766 

training_11867   0: 0.002942247085267  1: 0.002942223663378  2: 0.002941655383588  3: 0.105950941588871  4: 0.002941602025989  5: 0.279951781686071  6: 0.135621729910574  7: 0.002941608215896  8: 0.002941506013398  9: 0.460824704426968 

training_11871   0: 0.011113873029405  1: 0.011111694147710  2: 0.011112127478441  3: 0.011114675680778  4: 0.011112450740755  5: 0.566835016306290  6: 0.011112137655833  7: 0.011112245175570  8: 0.344262644795957  9: 0.011113134989261 

training_11872   0: 0.002703153717263  1: 0.002703649235760  2: 0.002703140899378  3: 0.544119512006111  4: 0.002703086555623  5: 0.002703597055383  6: 0.002703209356440  7: 0.434254240631726  8: 0.002703074353969  9: 0.002703336188346 

training_11873   0: 0.002381287642045  1: 0.002381196208738  2: 0.002381308097149  3: 0.817889376783978  4: 0.002381148525503  5: 0.002381956741700  6: 0.163059756367806  7: 0.002381324853784  8: 0.002381268267360  9: 0.002381376511937 

training_11876   0: 0.010003239186526  1: 0.010000716728464  2: 0.010002029349503  3: 0.010002188439370  4: 0.010005954268304  5: 0.909978006479666  6: 0.010000986378300  7: 0.010000945656871  8: 0.010000617282757  9: 0.010005316230237 

training_11877   0: 0.895820749421938  1: 0.003125251075840  2: 0.003125518044258  3: 0.003125445277630  4: 0.003126421265296  5: 0.003125407082732  6: 0.079173532008646  7: 0.003125588096933  8: 0.003125533862395  9: 0.003126553864331 

training_11878   0: 0.970966144895714  1: 0.003225958716554  2: 0.003225894446702  3: 0.003226111544648  4: 0.003225916200995  5: 0.003226027914908  6: 0.003226065874867  7: 0.003225922244108  8: 0.003225964262269  9: 0.003225993899233 

training_11879   0: 0.734977127010734  1: 0.009091563292024  2: 0.009091017554424  3: 0.009091350241676  4: 0.009091174258126  5: 0.009091358565221  6: 0.009091059879175  7: 0.009091229921405  8: 0.009091056759687  9: 0.192293062517527 

training_1188    0: 0.895583367334190  1: 0.003703970481390  2: 0.003703990345860  3: 0.003703983402707  4: 0.003703981482071  5: 0.048844827992142  6: 0.029643017805769  7: 0.003703930408371  8: 0.003703998771164  9: 0.003704931976336 

training_11880   0: 0.002325976364019  1: 0.002326146711360  2: 0.002326135371267  3: 0.226564489884642  4: 0.698508958486873  5: 0.002326227745717  6: 0.002326150128496  7: 0.002326025805496  8: 0.002326058421349  9: 0.058643831080782 

training_11882   0: 0.000689747618580  1: 0.000689987146096  2: 0.086186004078933  3: 0.000689865426935  4: 0.776233022710169  5: 0.039370729202208  6: 0.000689809908378  7: 0.012521243361435  8: 0.082239790352563  9: 0.000689800194703 

training_11883   0: 0.207888015040510  1: 0.003226135487839  2: 0.003226472508628  3: 0.766298106024243  4: 0.003226822585814  5: 0.003226237671606  6: 0.003226666591352  7: 0.003227010906264  8: 0.003226819797256  9: 0.003227713386488 

training_11884   0: 0.853626732542527  1: 0.003846657605120  2: 0.003846586091124  3: 0.003847152993222  4: 0.003847225539843  5: 0.115599367357602  6: 0.003846466553959  7: 0.003846412226137  8: 0.003846742987568  9: 0.003846656102898 

training_11885   0: 0.002000177036983  1: 0.002000129428104  2: 0.002000191947580  3: 0.002000140385535  4: 0.467662083458726  5: 0.002000109335805  6: 0.002000092149767  7: 0.002000237074864  8: 0.516336560275184  9: 0.002000278907451 

training_11886   0: 0.002564859658529  1: 0.002564470280899  2: 0.002564528396758  3: 0.002565135518635  4: 0.146888591838240  5: 0.002564982851695  6: 0.002564577727549  7: 0.002564616190364  8: 0.832593567243017  9: 0.002564670294314 

training_11888   0: 0.001562700956441  1: 0.001562702538127  2: 0.001562797077468  3: 0.021788275849404  4: 0.001562784360875  5: 0.791634506545609  6: 0.001563130602703  7: 0.064268803794241  8: 0.112931503973065  9: 0.001562794302067 

training_11891   0: 0.001020929332965  1: 0.001020507132614  2: 0.001020669902130  3: 0.551118276004432  4: 0.191676620567169  5: 0.172421923832327  6: 0.001020591219678  7: 0.078659119261386  8: 0.001020714797483  9: 0.001020647949817 

training_11892   0: 0.048891011852048  1: 0.002778583893764  2: 0.002778188644150  3: 0.414703315362840  4: 0.002778182207459  5: 0.516958166487764  6: 0.002778284014739  7: 0.002778152971948  8: 0.002778005858427  9: 0.002778108706862 

training_11893   0: 0.001886922068106  1: 0.001887070083512  2: 0.001887176363634  3: 0.001887095106061  4: 0.983016184897852  5: 0.001887179726838  6: 0.001887041416928  7: 0.001887145672892  8: 0.001887155989512  9: 0.001887028674664 

training_11894   0: 0.004348107890068  1: 0.004348463764082  2: 0.004348685654409  3: 0.004348346308671  4: 0.960864218236602  5: 0.004348209816903  6: 0.004348225244827  7: 0.004348303618460  8: 0.004348226630424  9: 0.004349212835554 

training_11895   0: 0.066980455119662  1: 0.002941419536029  2: 0.002941685942249  3: 0.809566339921535  4: 0.002941779009293  5: 0.002941693320253  6: 0.002942278970382  7: 0.002941862190777  8: 0.102860756033935  9: 0.002941729955885 

training_11896   0: 0.947045480000842  1: 0.005882854910387  2: 0.005886260228299  3: 0.005884258639931  4: 0.005883536116248  5: 0.005884469197600  6: 0.005882880604503  7: 0.005885082432444  8: 0.005882605854761  9: 0.005882572014985 

training_11898   0: 0.969997627252190  1: 0.003333606013322  2: 0.003333473335176  3: 0.003333993867001  4: 0.003333596559839  5: 0.003333638157856  6: 0.003333508561618  7: 0.003333466707110  8: 0.003333453191926  9: 0.003333636353961 

training_11900   0: 0.004000043492077  1: 0.082920767873979  2: 0.618245475978771  3: 0.004000448075750  4: 0.004000624841647  5: 0.004000411535681  6: 0.004000997754160  7: 0.004000615996616  8: 0.004000777260136  9: 0.270829837191184 

training_11903   0: 0.011111496229221  1: 0.653619831785812  2: 0.257470146238750  3: 0.011115114085463  4: 0.011114019127680  5: 0.011114791983025  6: 0.011114207507615  7: 0.011114308642843  8: 0.011112213484658  9: 0.011113870914932 

training_11904   0: 0.962499008891316  1: 0.004166894510869  2: 0.004166713839327  3: 0.004166925627598  4: 0.004166723213324  5: 0.004166863551411  6: 0.004166741834231  7: 0.004166711623712  8: 0.004166691248065  9: 0.004166725660148 

training_11905   0: 0.009091710705039  1: 0.009091968814578  2: 0.009092917895557  3: 0.009091796926406  4: 0.009091856933992  5: 0.797783924309507  6: 0.009091782755568  7: 0.009091897808171  8: 0.009091321942439  9: 0.129480821908744 

training_11907   0: 0.003704656559894  1: 0.314184062289881  2: 0.062570253538857  3: 0.109403490010086  4: 0.003704627937148  5: 0.003704470141407  6: 0.491614691400801  7: 0.003704966829332  8: 0.003704249346381  9: 0.003704531946213 

training_11908   0: 0.006251155207145  1: 0.743122866196487  2: 0.075485666366131  3: 0.006250540558525  4: 0.006250276144326  5: 0.137638450585995  6: 0.006250172166056  7: 0.006250171885627  8: 0.006250167928778  9: 0.006250532960929 

training_11909   0: 0.003226583615879  1: 0.003226244512754  2: 0.169060452374846  3: 0.538125634533228  4: 0.003226555552502  5: 0.003227001427077  6: 0.003226455354638  7: 0.099617515916789  8: 0.003226073100687  9: 0.173837483611599 

training_1191    0: 0.792075841891330  1: 0.063350257804592  2: 0.005000463341581  3: 0.005000252839867  4: 0.005000095553247  5: 0.005000199884286  6: 0.005000120787674  7: 0.005000160625823  8: 0.005000059880488  9: 0.109572547391112 

training_11910   0: 0.135338428439869  1: 0.001695280503825  2: 0.001695524282155  3: 0.378654858764381  4: 0.067753371147882  5: 0.227131528166734  6: 0.001695577433613  7: 0.001695404500449  8: 0.182644185261635  9: 0.001695841499457 

training_11911   0: 0.003225968765373  1: 0.003226295889175  2: 0.143302395394216  3: 0.003226150764025  4: 0.003226761407168  5: 0.003226188226836  6: 0.003226088841235  7: 0.003226060519514  8: 0.830888014265180  9: 0.003226075927277 

training_11913   0: 0.005264970101360  1: 0.506628773897285  2: 0.005265101930053  3: 0.005264450768614  4: 0.005264694655343  5: 0.005263993022094  6: 0.451256166757925  7: 0.005264253578663  8: 0.005263742495338  9: 0.005263852793325 

training_11914   0: 0.000641216940955  1: 0.000641368671469  2: 0.026713759729959  3: 0.021392085504702  4: 0.372397688705270  5: 0.000641107254637  6: 0.047270812361236  7: 0.490044438747340  8: 0.000641203701706  9: 0.039616318382724 

training_11915   0: 0.002857426616901  1: 0.002857502112944  2: 0.002857770039019  3: 0.002857566033325  4: 0.002857371695890  5: 0.825020211708723  6: 0.002857563374769  7: 0.002857490537027  8: 0.002857333746786  9: 0.152119764134615 

training_11916   0: 0.095135528816715  1: 0.002000377506241  2: 0.317061193468028  3: 0.088633644366407  4: 0.002000299552767  5: 0.156478594515448  6: 0.214989515621407  7: 0.002000904529499  8: 0.002000239176583  9: 0.119699702446904 

training_11918   0: 0.001299270620061  1: 0.001298853772076  2: 0.525139246893635  3: 0.440145367657650  4: 0.001299118562057  5: 0.001299141926548  6: 0.001298918238028  7: 0.001298896478230  8: 0.001298901398800  9: 0.025622284452914 

training_1192    0: 0.943745761126353  1: 0.006250655194740  2: 0.006250461677315  3: 0.006250719703378  4: 0.006250650834742  5: 0.006250802484323  6: 0.006250330040091  7: 0.006250200668187  8: 0.006250150483683  9: 0.006250267787188 

training_11920   0: 0.002857573982823  1: 0.002857384896043  2: 0.118574039831178  3: 0.002857725755035  4: 0.002857496513972  5: 0.858565273661571  6: 0.002857901239853  7: 0.002857476002948  8: 0.002857608484939  9: 0.002857519631637 

training_11923   0: 0.004763436722404  1: 0.004762490387261  2: 0.004762330792750  3: 0.241996056184087  4: 0.004762180522611  5: 0.662867592333099  6: 0.004762753227683  7: 0.004762464910161  8: 0.061798194840338  9: 0.004762500079607 

training_11925   0: 0.002500678176380  1: 0.385399774504957  2: 0.002500598546437  3: 0.542148385497624  4: 0.002501094913343  5: 0.002500825136768  6: 0.002500389436975  7: 0.002500508520325  8: 0.054947252175427  9: 0.002500493091765 

training_1193    0: 0.076609358302428  1: 0.000926089329678  2: 0.171821828116852  3: 0.484206704123368  4: 0.241947564085631  5: 0.000926104535037  6: 0.000926130718548  7: 0.020784188025843  8: 0.000926004661744  9: 0.000926028100872 

training_11930   0: 0.007143481808612  1: 0.935712754423582  2: 0.007142903171447  3: 0.007143073815031  4: 0.007142902479013  5: 0.007143124787705  6: 0.007142961929675  7: 0.007142902185361  8: 0.007142923787604  9: 0.007142971611970 

training_11932   0: 0.003126244377491  1: 0.003125732242183  2: 0.003125281242982  3: 0.003125492734005  4: 0.933435585372710  5: 0.003125705282659  6: 0.003125322449235  7: 0.003125487033168  8: 0.041559940822817  9: 0.003125208442750 

training_11933   0: 0.002326005185219  1: 0.675068620432630  2: 0.002325886085121  3: 0.306323354528627  4: 0.002326098914907  5: 0.002326131686360  6: 0.002325908052875  7: 0.002326074029023  8: 0.002325977597292  9: 0.002325943487948 

training_11934   0: 0.006250737715341  1: 0.607568309394353  2: 0.342421890000431  3: 0.006251504478772  4: 0.006251184794852  5: 0.006252003386526  6: 0.006251532732075  7: 0.006251163559466  8: 0.006250610264295  9: 0.006251063673888 

training_11935   0: 0.007693393033931  1: 0.623260822939412  2: 0.007694699061046  3: 0.315184901063150  4: 0.007695140471295  5: 0.007695120406422  6: 0.007693653208855  7: 0.007694533820979  8: 0.007694016111528  9: 0.007693719883381 

training_11936   0: 0.001234691639269  1: 0.058181825099851  2: 0.040703109165704  3: 0.088074483179895  4: 0.614677123970795  5: 0.001234804070422  6: 0.001234761986699  7: 0.064518240620127  8: 0.056280004819519  9: 0.073860955447720 

training_11938   0: 0.011113928101808  1: 0.011111934942759  2: 0.011113071314504  3: 0.011113417832670  4: 0.011113368619968  5: 0.011113437046533  6: 0.720160830791640  7: 0.190936226569811  8: 0.011111919591130  9: 0.011111865189176 

training_11939   0: 0.001852029064237  1: 0.018736728155025  2: 0.001852330708757  3: 0.089002250807818  4: 0.581890559025279  5: 0.001852167503461  6: 0.001852205769736  7: 0.124046095041025  8: 0.177063233391218  9: 0.001852400533444 

training_11940   0: 0.007693214694800  1: 0.311013064389302  2: 0.627439308109390  3: 0.007693432256045  4: 0.007693175470534  5: 0.007693651330804  6: 0.007694214919144  7: 0.007693173967318  8: 0.007692665013373  9: 0.007694099849289 

training_11941   0: 0.006670419129267  1: 0.006668037979524  2: 0.122989283772181  3: 0.006667597417307  4: 0.006668401196734  5: 0.006667566796237  6: 0.823666001955585  7: 0.006668347004636  8: 0.006667289745717  9: 0.006667055002813 

training_11944   0: 0.105957548558814  1: 0.189152060976803  2: 0.542755827232140  3: 0.009091879907189  4: 0.009093183222068  5: 0.009091252852650  6: 0.009091701995855  7: 0.009093361609897  8: 0.009091626831509  9: 0.107581556813076 

training_11945   0: 0.007143476463877  1: 0.488990527609915  2: 0.007143465811687  3: 0.007143419336479  4: 0.453862398729650  5: 0.007143164958209  6: 0.007143330498505  7: 0.007143392857091  8: 0.007143646132760  9: 0.007143177601825 

training_11946   0: 0.002564611296140  1: 0.002564569644277  2: 0.316194785051840  3: 0.002564907121159  4: 0.002564700840355  5: 0.002565353133468  6: 0.314153396989491  7: 0.351698664014326  8: 0.002564511406871  9: 0.002564500502073 

training_11947   0: 0.735132301025052  1: 0.010000415457028  2: 0.010000386328825  3: 0.010002815781260  4: 0.010000762513319  5: 0.098207488608697  6: 0.010000587422841  7: 0.010000315754718  8: 0.010004068709018  9: 0.096650858399241 

training_11949   0: 0.001123737377448  1: 0.001123942488364  2: 0.001123912042729  3: 0.001124006749799  4: 0.808288095798137  5: 0.001124132556327  6: 0.001123881150275  7: 0.021862447464619  8: 0.161981987272954  9: 0.001123857099348 

training_11953   0: 0.057985760843155  1: 0.002564303305862  2: 0.002564253620551  3: 0.002564343651446  4: 0.659987313593509  5: 0.002564295515466  6: 0.002564502141855  7: 0.039169890870103  8: 0.227470903581883  9: 0.002564432876170 

training_11954   0: 0.002439708376237  1: 0.002439255127984  2: 0.084522206696462  3: 0.002439693237494  4: 0.002439335187158  5: 0.895961205787359  6: 0.002440291978558  7: 0.002439451500524  8: 0.002439341242269  9: 0.002439510865956 

training_11957   0: 0.106031442033214  1: 0.002857844038255  2: 0.002857380743771  3: 0.002857526945750  4: 0.799482559163251  5: 0.002857563412725  6: 0.002857448970940  7: 0.074483165958937  8: 0.002857751525701  9: 0.002857317207457 

training_11958   0: 0.007693676649661  1: 0.258108439331849  2: 0.007694790794835  3: 0.312336909906493  4: 0.375696382473267  5: 0.007694550752978  6: 0.007693498108430  7: 0.007694221904673  8: 0.007693960310629  9: 0.007693569767184 

training_11960   0: 0.008334119159872  1: 0.671444614259060  2: 0.008336853743753  3: 0.008334356814558  4: 0.008334420845033  5: 0.008334349921098  6: 0.261878183247831  7: 0.008335340846664  8: 0.008333654567346  9: 0.008334106594785 

training_11961   0: 0.002857706605165  1: 0.002857343431361  2: 0.002857340741829  3: 0.002857659776144  4: 0.918321333711668  5: 0.002857495245733  6: 0.002857384022325  7: 0.058818008592140  8: 0.002858062294255  9: 0.002857665579381 

training_11962   0: 0.002222580204935  1: 0.002223103014638  2: 0.002223300274035  3: 0.157079767549185  4: 0.002222594954532  5: 0.825138456425297  6: 0.002222606633760  7: 0.002222494937847  8: 0.002222604644344  9: 0.002222491361427 

training_11964   0: 0.002174201972212  1: 0.002174011599472  2: 0.102244677798958  3: 0.002174209915261  4: 0.002174599997475  5: 0.161368140136365  6: 0.002174089951788  7: 0.002174250566785  8: 0.721167617093619  9: 0.002174200968064 

training_11966   0: 0.935710957051762  1: 0.007143356834319  2: 0.007143207690500  3: 0.007143270054368  4: 0.007143154797398  5: 0.007143343303106  6: 0.007143087833710  7: 0.007143137474305  8: 0.007143173435913  9: 0.007143311524620 

training_11967   0: 0.967851107056562  1: 0.003571792068840  2: 0.003572103581081  3: 0.003572030241437  4: 0.003572435034787  5: 0.003571718831950  6: 0.003572695835601  7: 0.003572274274695  8: 0.003572227436238  9: 0.003571615638808 

training_11968   0: 0.002439452675128  1: 0.002439702528829  2: 0.002439483288262  3: 0.068827539607543  4: 0.002439381735424  5: 0.615240029803039  6: 0.298855862067851  7: 0.002439555798006  8: 0.002439559524952  9: 0.002439432970967 

training_1197    0: 0.001087035976934  1: 0.001087046300831  2: 0.045059688061134  3: 0.001087152862227  4: 0.308328732403640  5: 0.001087048280825  6: 0.001087096892140  7: 0.038757097656122  8: 0.001087114866207  9: 0.601331986699940 

training_11970   0: 0.148499923335940  1: 0.005002309226367  2: 0.005001973750151  3: 0.005001107517996  4: 0.689614382800295  5: 0.005002414485020  6: 0.126873411488288  7: 0.005001949916128  8: 0.005001828800598  9: 0.005000698679218 

training_11972   0: 0.003846698251762  1: 0.003846634029737  2: 0.003847765812621  3: 0.003846730110233  4: 0.164726173092968  5: 0.003847905474850  6: 0.003846502250415  7: 0.804498426233110  8: 0.003846650857470  9: 0.003846513886834 

training_11976   0: 0.847848732545872  1: 0.007143301149934  2: 0.007143081510448  3: 0.007143564953445  4: 0.007143093717026  5: 0.095001450742644  6: 0.007146811540783  7: 0.007143118530293  8: 0.007143425073704  9: 0.007143420235851 

training_11977   0: 0.918176512484661  1: 0.009091672991795  2: 0.009091460483023  3: 0.009091558295122  4: 0.009091407157826  5: 0.009091697139689  6: 0.009091243665702  7: 0.009091346063475  8: 0.009091436142830  9: 0.009091665575879 

training_11978   0: 0.850639276075875  1: 0.007143405136873  2: 0.007142964974458  3: 0.092215798099333  4: 0.007143008251353  5: 0.007143368863161  6: 0.007143022423625  7: 0.007142958956993  8: 0.007142935714636  9: 0.007143261503692 

training_11979   0: 0.692992637790272  1: 0.124380604899531  2: 0.057659627404756  3: 0.003031095394289  4: 0.003031522019337  5: 0.073794260534751  6: 0.003030749952633  7: 0.003030809786261  8: 0.036017962611549  9: 0.003030729606621 

training_1198    0: 0.805886555910704  1: 0.102670606466933  2: 0.002174281368968  3: 0.002174493629692  4: 0.002174186490219  5: 0.076222220977390  6: 0.002174407576251  7: 0.002174666026195  8: 0.002174096229399  9: 0.002174485324251 

training_11980   0: 0.924998906513096  1: 0.008333810561974  2: 0.008333377373752  3: 0.008333491929696  4: 0.008333435861538  5: 0.008333450553655  6: 0.008333401031537  7: 0.008333364477577  8: 0.008333377191349  9: 0.008333384505828 

training_11981   0: 0.004000941690982  1: 0.004001556065873  2: 0.004001119171229  3: 0.466821203853511  4: 0.004000736213240  5: 0.004002114643882  6: 0.004001183293328  7: 0.004000944380907  8: 0.004000618199561  9: 0.501169582487487 

training_11982   0: 0.002439244049793  1: 0.002439374093235  2: 0.002439463716715  3: 0.148869671941599  4: 0.002439291764081  5: 0.002439643636251  6: 0.831614792284520  7: 0.002439467322451  8: 0.002439252009679  9: 0.002439799181675 

training_11983   0: 0.606477588479383  1: 0.002941657425311  2: 0.002942002586696  3: 0.002942225787496  4: 0.002941472712919  5: 0.369986658455408  6: 0.002941556086683  7: 0.002941540055946  8: 0.002942331946747  9: 0.002942966463411 

training_11984   0: 0.001515249465128  1: 0.001515234185893  2: 0.001515519085879  3: 0.001515320871382  4: 0.438180409095637  5: 0.001515347641162  6: 0.001515526743254  7: 0.549695976863333  8: 0.001515726732998  9: 0.001515689315334 

training_11989   0: 0.011113592021486  1: 0.685572727588946  2: 0.011117612083519  3: 0.011116372292679  4: 0.011112775396214  5: 0.011113658741215  6: 0.011113024682822  7: 0.011115393561901  8: 0.011114793949011  9: 0.225510049682207 

training_11990   0: 0.779447512545916  1: 0.003333670963875  2: 0.003333726192251  3: 0.193882255842516  4: 0.003334479833919  5: 0.003333513532250  6: 0.003333595911010  7: 0.003333845093628  8: 0.003333726502848  9: 0.003333673581788 

training_11993   0: 0.759034563966792  1: 0.006667045094421  2: 0.006666793859658  3: 0.006666936290192  4: 0.006667167630716  5: 0.006666975818873  6: 0.187625806616794  7: 0.006667717661753  8: 0.006669427317599  9: 0.006667565743203 

training_11994   0: 0.006668934490423  1: 0.871091069404216  2: 0.006667682229798  3: 0.006666941657945  4: 0.006666707661225  5: 0.006666830452373  6: 0.006666836450112  7: 0.075568880494174  8: 0.006666715118887  9: 0.006669402040847 

training_11996   0: 0.003704621616131  1: 0.003704506085548  2: 0.003704083306341  3: 0.595551881995153  4: 0.003704126193932  5: 0.003704821775099  6: 0.003704525491619  7: 0.003704126858212  8: 0.003703949926227  9: 0.374813356751738 

training_11997   0: 0.002778462673161  1: 0.002778284503261  2: 0.002778332146586  3: 0.119607800203703  4: 0.002778242181148  5: 0.002778721380084  6: 0.588635188990999  7: 0.002778746776425  8: 0.002778300214816  9: 0.272307920929817 

training_11999   0: 0.002631822162301  1: 0.002631904478394  2: 0.035826579485705  3: 0.854753053606049  4: 0.002631775096729  5: 0.002631992824292  6: 0.002632022233139  7: 0.002631893812757  8: 0.090996525425196  9: 0.002632430875440 

training_12      0: 0.422579626173967  1: 0.001923783801930  2: 0.001923560640511  3: 0.336223610936982  4: 0.001923668253362  5: 0.001923733422372  6: 0.001923502208895  7: 0.001923474987365  8: 0.001923402475347  9: 0.227731637099268 

training_1200    0: 0.943323986263354  1: 0.003571574871012  2: 0.003571516559605  3: 0.028103355250019  4: 0.003571673163886  5: 0.003571641243060  6: 0.003571594275985  7: 0.003571536163505  8: 0.003571499983372  9: 0.003571622226202 

training_12001   0: 0.005002054257307  1: 0.793966126150593  2: 0.005000328598065  3: 0.005000525830831  4: 0.005000444665780  5: 0.005001168491240  6: 0.108412274220266  7: 0.005000432488471  8: 0.005000920297213  9: 0.062615725000234 

training_12002   0: 0.000512876471821  1: 0.000512881072512  2: 0.000512978958702  3: 0.000512918557504  4: 0.248823592087812  5: 0.034369089680711  6: 0.000512927293809  7: 0.152481030222933  8: 0.168940182989627  9: 0.392821522664569 

training_12003   0: 0.005001324728929  1: 0.005000544662601  2: 0.005000582118977  3: 0.005001332155667  4: 0.745455301701934  5: 0.005001727447595  6: 0.005001071877241  7: 0.005001456851564  8: 0.214535581283514  9: 0.005001077171978 

training_12005   0: 0.730844109363834  1: 0.005000283615768  2: 0.005000441479764  3: 0.229151443572224  4: 0.005000415506701  5: 0.005001734632703  6: 0.005000939830688  7: 0.005000229892180  8: 0.005000122938404  9: 0.005000279167733 

training_12007   0: 0.002941528283174  1: 0.002941459666635  2: 0.039527914833902  3: 0.833077066892229  4: 0.002941414016516  5: 0.002941686246563  6: 0.002941711777805  7: 0.002941477011362  8: 0.106803605256579  9: 0.002942136015236 

training_12008   0: 0.011111481005582  1: 0.011111348714752  2: 0.011111253960569  3: 0.011111467790001  4: 0.011113046593884  5: 0.011111344055062  6: 0.011111445953761  7: 0.011111851882033  8: 0.899994551262502  9: 0.011112208781854 

training_12009   0: 0.002040889418575  1: 0.002041351533480  2: 0.002041426950222  3: 0.002041160990834  4: 0.443819471710240  5: 0.103243127777095  6: 0.002041445040676  7: 0.002041683021757  8: 0.438647960251256  9: 0.002041483305864 

training_1201    0: 0.001449397704452  1: 0.001449405686754  2: 0.146660757328538  3: 0.001449449512874  4: 0.088371315991937  5: 0.001449418242224  6: 0.001449534748852  7: 0.096321064099621  8: 0.060312275313582  9: 0.601087381371164 

training_12010   0: 0.143381180659027  1: 0.006251288013179  2: 0.006252309066575  3: 0.006251200836261  4: 0.006251186052807  5: 0.006251065628303  6: 0.447800106472148  7: 0.365060836543863  8: 0.006250438469178  9: 0.006250388258659 

training_12011   0: 0.000529206916301  1: 0.000529237318538  2: 0.050607042903260  3: 0.017666599635336  4: 0.239263618004601  5: 0.000529227295157  6: 0.172169384067654  7: 0.183758239556637  8: 0.255143505845776  9: 0.079803938456740 

training_12014   0: 0.935708615612609  1: 0.007143615307311  2: 0.007143723479370  3: 0.007143469853868  4: 0.007144368990781  5: 0.007143407433742  6: 0.007143176046284  7: 0.007143105634619  8: 0.007143347656789  9: 0.007143169984626 

training_12016   0: 0.006670426790723  1: 0.006668039779394  2: 0.120258084644279  3: 0.006667597847433  4: 0.006668407592772  5: 0.006667566798393  6: 0.826397182973135  7: 0.006668348598336  8: 0.006667290014197  9: 0.006667054961337 

training_12017   0: 0.773252119698254  1: 0.064140143778485  2: 0.004762031585052  3: 0.129270425425932  4: 0.004762275074553  5: 0.004763235744011  6: 0.004762237970696  7: 0.004762846453606  8: 0.004762344915871  9: 0.004762339353539 

training_12018   0: 0.014286769979318  1: 0.014286732184578  2: 0.014287892585156  3: 0.014290175510864  4: 0.014287968319790  5: 0.325881030711169  6: 0.014289347402271  7: 0.014286643119377  8: 0.014287505689178  9: 0.559815934498298 

training_12019   0: 0.012500206136476  1: 0.012501563917785  2: 0.887484636006482  3: 0.012501159172327  4: 0.012502298877324  5: 0.012500579967954  6: 0.012506217687945  7: 0.012501382970526  8: 0.012500883160974  9: 0.012501072102207 

training_12022   0: 0.952618396363807  1: 0.005265530112914  2: 0.005263979240339  3: 0.005264229551936  4: 0.005264617708923  5: 0.005264193502718  6: 0.005263961298003  7: 0.005264092156936  8: 0.005266813068815  9: 0.005264186995610 

training_12024   0: 0.006667323705195  1: 0.572021940879741  2: 0.006667203340493  3: 0.006672764215221  4: 0.374630620545723  5: 0.006667276389017  6: 0.006667192984717  7: 0.006667553279917  8: 0.006670998680855  9: 0.006667125979121 

training_12027   0: 0.002857218995300  1: 0.002857314962435  2: 0.806476388015824  3: 0.002857634195446  4: 0.002858070053748  5: 0.002857467325781  6: 0.002858046582656  7: 0.002858375862413  8: 0.002857712120529  9: 0.170661771885868 

training_12028   0: 0.003226184921974  1: 0.003226189584975  2: 0.003226223111181  3: 0.003226376085130  4: 0.003226203549545  5: 0.003226945747759  6: 0.546551249047316  7: 0.003226851340176  8: 0.003226131022999  9: 0.427637645588945 

training_1203    0: 0.003125282169001  1: 0.003125550433738  2: 0.003125736559422  3: 0.758239830148585  4: 0.003125417152103  5: 0.003126009722763  6: 0.003125675540793  7: 0.003125824883488  8: 0.003125382227421  9: 0.216755291162684 

training_12031   0: 0.930979637570170  1: 0.003125386219658  2: 0.003125199226245  3: 0.003125612806152  4: 0.003125325944056  5: 0.003125292273339  6: 0.003125180035925  7: 0.003125214833586  8: 0.003125172816615  9: 0.044017978274256 

